3,"SELECT p.run, p.rerun, p.camCol, p.field, p.obj FROM BESTDR7..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = p.objID WHERE (p.type = # OR p.type = #)"
2019-09-24 18:04:00,1
2019-09-24 18:07:00,1
2019-09-24 18:09:00,1
