5,"select p.objid as name, p.ra, p.dec from star p where (p.r BETWEEN # AND #)"
2019-03-28 03:27:00,1
2019-03-28 13:16:00,1
2019-04-06 22:18:00,1
2019-04-08 14:52:00,1
2019-11-02 20:51:00,1
