276,select * from aspcapStar where apstar_id = #
2019-10-31 09:51:00,1
2019-11-02 14:55:00,1
2019-11-03 09:49:00,1
2019-11-12 01:06:00,1
2019-11-13 04:36:00,1
2019-11-14 00:24:00,1
2019-11-20 05:52:00,1
2019-11-20 21:26:00,1
2019-11-20 22:01:00,1
2019-11-22 22:34:00,1
2019-11-23 02:10:00,1
2019-11-24 23:57:00,6
2019-11-25 23:15:00,1
2019-11-27 00:18:00,1
2019-11-29 07:20:00,1
2019-12-03 14:43:00,1
2019-12-06 11:16:00,1
2019-12-06 22:25:00,1
2019-12-07 03:46:00,1
2019-12-07 13:10:00,1
2019-12-07 13:54:00,1
2019-12-09 01:25:00,1
2019-12-09 02:30:00,1
2019-12-09 09:30:00,1
2019-12-09 20:50:00,1
2019-12-10 09:13:00,1
2019-12-10 11:34:00,1
2019-12-10 12:00:00,1
2019-12-10 18:37:00,1
2019-12-11 05:53:00,1
2019-12-16 12:51:00,1
2019-12-19 04:49:00,1
2019-12-26 16:46:00,1
2019-12-28 09:22:00,1
2019-12-29 06:21:00,1
2019-12-29 11:43:00,1
2019-12-30 21:40:00,1
