3,"SELECT TOP # SpecObj.specObjID, specLineID, wave, waveMin, waveMax, height, specIndex, SpecObj.z into mydb.MyTable from SpecLine as G_SpecLine INNER JOIN SpecObj ON G_SpecLine.specObjID = SpecObj.specObjID WHERE SpecLine.wave ! = # SpecObj.objType = # and SpecObj.specClass = # and SpecObj.zConf > = .#"
2019-11-22 14:16:00,2
2019-11-22 14:19:00,1
