1036,"SELECT TOP # g, run, rerun, camcol, field, objID FROM Galaxy WHERE ( (g < = #) and (u - g > = #) and (u - g < #) and (g - r > = #) and (g - r < #) and (r - i > = #) and (r - i < #) and (i - z > = #) and (i - z < #) )"
2019-01-01 09:45:00,1
2019-01-01 11:07:00,1
2019-01-01 15:04:00,1
2019-01-02 00:15:00,1
2019-01-02 00:46:00,1
2019-01-02 01:39:00,1
2019-01-02 14:31:00,1
2019-01-03 11:10:00,1
2019-01-03 14:26:00,1
2019-01-04 17:24:00,1
2019-01-05 08:28:00,1
2019-01-05 18:31:00,1
2019-01-05 23:54:00,1
2019-01-06 12:39:00,1
2019-01-07 00:06:00,1
2019-01-07 06:45:00,1
2019-01-07 23:29:00,1
2019-01-08 00:36:00,1
2019-01-08 03:27:00,1
2019-01-08 03:43:00,1
2019-01-08 06:06:00,1
2019-01-08 06:25:00,1
2019-01-08 07:26:00,1
2019-01-08 08:39:00,1
2019-01-08 15:36:00,1
2019-01-10 02:18:00,1
2019-01-10 22:39:00,1
2019-01-11 04:39:00,1
2019-01-12 03:05:00,1
2019-01-12 09:36:00,1
2019-01-13 08:28:00,1
2019-01-13 09:05:00,1
2019-01-14 11:22:00,1
2019-01-14 11:28:00,1
2019-01-17 05:11:00,1
2019-01-17 05:13:00,1
2019-01-17 23:40:00,1
2019-01-19 12:45:00,1
2019-01-19 20:42:00,1
2019-01-20 19:12:00,1
2019-01-21 11:22:00,1
2019-01-22 08:24:00,1
2019-01-22 09:05:00,1
2019-01-22 13:49:00,1
2019-01-22 21:11:00,1
2019-01-22 22:48:00,2
2019-01-23 16:13:00,1
2019-01-23 22:28:00,1
2019-01-23 23:24:00,1
2019-01-23 23:25:00,1
2019-01-24 13:25:00,1
2019-01-25 12:11:00,1
2019-01-25 15:54:00,1
2019-01-25 16:58:00,1
2019-01-26 13:32:00,1
2019-01-26 20:53:00,1
2019-01-27 07:41:00,1
2019-01-27 07:42:00,1
2019-01-27 11:25:00,1
2019-01-27 14:40:00,1
2019-01-27 15:30:00,1
2019-01-27 22:23:00,1
2019-01-28 14:39:00,1
2019-01-28 15:17:00,1
2019-01-29 01:21:00,1
2019-01-30 09:28:00,1
2019-01-30 16:19:00,1
2019-01-30 16:20:00,2
2019-01-30 16:21:00,1
2019-01-30 16:22:00,1
2019-01-30 16:28:00,1
2019-01-30 16:30:00,1
2019-01-30 16:35:00,1
2019-01-30 23:12:00,1
2019-01-31 21:01:00,1
2019-02-01 03:33:00,1
2019-02-01 10:24:00,1
2019-02-01 21:56:00,1
2019-02-02 08:26:00,1
2019-02-02 15:24:00,1
2019-02-02 21:23:00,1
2019-02-04 13:38:00,1
2019-02-04 14:10:00,1
2019-02-04 14:39:00,1
2019-02-08 01:31:00,1
2019-02-08 05:06:00,1
2019-02-08 17:42:00,1
2019-02-08 18:09:00,1
2019-02-08 22:13:00,1
2019-02-09 09:20:00,1
2019-02-09 14:09:00,1
2019-02-09 17:31:00,1
2019-02-09 18:03:00,1
2019-02-09 18:39:00,1
2019-02-10 02:40:00,1
2019-02-10 05:48:00,1
2019-02-10 09:41:00,1
2019-02-10 18:02:00,1
2019-02-11 05:06:00,1
2019-02-11 11:11:00,1
2019-02-11 22:13:00,1
2019-02-11 23:18:00,1
2019-02-12 13:02:00,1
2019-02-12 15:58:00,1
2019-02-12 19:29:00,1
2019-02-12 19:44:00,1
2019-02-13 13:07:00,1
2019-02-13 21:51:00,1
2019-02-14 10:59:00,1
2019-02-14 11:08:00,1
2019-02-14 12:08:00,1
2019-02-14 12:45:00,1
2019-02-14 12:59:00,1
2019-02-15 21:03:00,1
2019-02-15 23:50:00,1
2019-02-18 00:05:00,1
2019-02-18 03:04:00,1
2019-02-18 06:54:00,1
2019-02-18 17:23:00,1
2019-02-19 00:03:00,1
2019-02-20 03:36:00,1
2019-02-21 13:44:00,1
2019-02-24 03:03:00,1
2019-02-24 07:31:00,1
2019-02-24 11:50:00,1
2019-02-24 17:59:00,1
2019-02-25 09:28:00,1
2019-02-25 09:41:00,1
2019-02-25 09:42:00,1
2019-02-25 10:03:00,1
2019-02-25 18:46:00,1
2019-02-26 02:07:00,1
2019-02-26 11:08:00,1
2019-02-26 11:41:00,1
2019-02-26 21:09:00,1
2019-02-27 13:15:00,1
2019-02-27 18:34:00,1
2019-02-27 19:46:00,1
2019-02-27 19:59:00,1
2019-02-27 22:21:00,1
2019-02-28 02:27:00,1
2019-02-28 03:29:00,1
2019-02-28 08:41:00,1
2019-02-28 11:41:00,1
2019-02-28 12:52:00,1
2019-03-01 02:36:00,1
2019-03-01 04:33:00,1
2019-03-01 10:10:00,1
2019-03-01 10:17:00,1
2019-03-01 12:54:00,1
2019-03-01 12:56:00,1
2019-03-01 19:53:00,1
2019-03-01 21:54:00,1
2019-03-01 22:00:00,1
2019-03-01 22:28:00,1
2019-03-02 02:04:00,1
2019-03-02 07:32:00,1
2019-03-02 09:14:00,1
2019-03-02 11:36:00,1
2019-03-02 22:35:00,1
2019-03-02 23:01:00,1
2019-03-03 01:05:00,1
2019-03-03 03:00:00,1
2019-03-03 03:17:00,1
2019-03-03 03:56:00,1
2019-03-04 00:56:00,1
2019-03-05 07:25:00,1
2019-03-05 08:52:00,1
2019-03-06 14:47:00,1
2019-03-07 08:29:00,1
2019-03-07 13:52:00,1
2019-03-08 14:24:00,1
2019-03-08 20:35:00,1
2019-03-08 20:37:00,1
2019-03-08 21:29:00,1
2019-03-08 23:15:00,1
2019-03-09 01:54:00,1
2019-03-09 11:44:00,1
2019-03-09 19:16:00,1
2019-03-10 02:22:00,1
2019-03-10 02:45:00,1
2019-03-10 07:08:00,1
2019-03-10 08:29:00,1
2019-03-10 09:18:00,1
2019-03-10 18:10:00,1
2019-03-11 03:12:00,1
2019-03-11 08:35:00,1
2019-03-11 14:59:00,1
2019-03-11 16:51:00,1
2019-03-11 23:52:00,1
2019-03-12 00:47:00,1
2019-03-12 04:52:00,1
2019-03-12 06:42:00,1
2019-03-12 21:06:00,1
2019-03-13 03:28:00,1
2019-03-13 03:41:00,1
2019-03-14 05:32:00,1
2019-03-14 08:12:00,1
2019-03-14 10:59:00,1
2019-03-14 12:59:00,1
2019-03-14 22:00:00,1
2019-03-14 22:08:00,3
2019-03-15 01:31:00,1
2019-03-15 01:46:00,1
2019-03-15 03:40:00,1
2019-03-15 18:41:00,1
2019-03-17 10:30:00,1
2019-03-18 00:36:00,1
2019-03-18 00:38:00,1
2019-03-19 03:54:00,1
2019-03-19 14:25:00,1
2019-03-19 14:27:00,3
2019-03-19 14:28:00,10
2019-03-19 18:25:00,1
2019-03-20 13:50:00,1
2019-03-20 15:37:00,1
2019-03-21 21:02:00,1
2019-03-22 07:53:00,1
2019-03-22 09:55:00,1
2019-03-22 18:42:00,1
2019-03-23 01:07:00,1
2019-03-23 08:19:00,1
2019-03-24 04:50:00,1
2019-03-24 13:17:00,1
2019-03-24 18:53:00,1
2019-03-25 02:10:00,1
2019-03-25 04:03:00,1
2019-03-25 06:04:00,1
2019-03-25 10:25:00,1
2019-03-25 11:00:00,1
2019-03-26 09:45:00,1
2019-03-26 10:49:00,1
2019-03-26 20:25:00,1
2019-03-26 20:55:00,1
2019-03-27 00:21:00,1
2019-03-27 19:20:00,1
2019-03-28 16:12:00,1
2019-03-28 18:35:00,1
2019-03-28 19:53:00,1
2019-03-28 23:21:00,1
2019-03-29 00:34:00,1
2019-03-29 00:36:00,1
2019-03-29 22:31:00,1
2019-03-29 22:32:00,1
2019-03-29 22:33:00,1
2019-03-30 00:45:00,1
2019-03-30 05:17:00,1
2019-03-30 08:17:00,1
2019-03-30 09:15:00,1
2019-03-30 09:48:00,1
2019-03-30 10:52:00,1
2019-03-30 12:36:00,1
2019-03-30 22:59:00,1
2019-03-31 13:35:00,1
2019-03-31 21:18:00,1
2019-04-01 00:43:00,1
2019-04-01 06:21:00,1
2019-04-01 10:14:00,1
2019-04-01 18:22:00,1
2019-04-01 20:53:00,1
2019-04-01 22:15:00,1
2019-04-02 10:46:00,1
2019-04-04 13:33:00,1
2019-04-04 13:49:00,1
2019-04-04 20:24:00,1
2019-04-05 07:05:00,1
2019-04-06 11:31:00,1
2019-04-06 12:32:00,1
2019-04-06 20:45:00,1
2019-04-07 05:00:00,1
2019-04-07 14:47:00,1
2019-04-07 16:45:00,1
2019-04-08 15:31:00,1
2019-04-08 18:46:00,1
2019-04-09 01:43:00,1
2019-04-09 03:41:00,1
2019-04-09 04:39:00,1
2019-04-09 07:44:00,1
2019-04-09 09:21:00,1
2019-04-09 12:23:00,1
2019-04-09 21:12:00,1
2019-04-09 21:19:00,1
2019-04-09 21:20:00,1
2019-04-10 00:35:00,1
2019-04-10 15:34:00,2
2019-04-10 22:59:00,1
2019-04-11 02:10:00,1
2019-04-13 15:44:00,1
2019-04-14 12:40:00,1
2019-04-15 13:06:00,1
2019-04-15 16:42:00,1
2019-04-15 17:46:00,1
2019-04-15 22:46:00,1
2019-04-16 07:48:00,1
2019-04-16 09:09:00,1
2019-04-16 18:40:00,1
2019-04-18 05:33:00,1
2019-04-18 09:44:00,1
2019-04-18 09:56:00,1
2019-04-18 14:50:00,1
2019-04-18 15:58:00,1
2019-04-18 21:53:00,1
2019-04-18 22:02:00,1
2019-04-19 01:26:00,1
2019-04-19 01:36:00,1
2019-04-19 09:56:00,1
2019-04-19 19:05:00,1
2019-04-20 21:20:00,1
2019-04-20 21:22:00,1
2019-04-22 10:08:00,1
2019-04-22 10:19:00,1
2019-04-22 14:32:00,1
2019-04-22 20:55:00,1
2019-04-22 23:17:00,1
2019-04-23 15:23:00,1
2019-04-24 00:29:00,1
2019-04-24 22:39:00,1
2019-04-25 00:58:00,1
2019-04-25 12:28:00,1
2019-04-27 07:31:00,1
2019-04-27 08:01:00,1
2019-04-28 03:31:00,1
2019-04-28 08:47:00,1
2019-04-28 10:00:00,1
2019-04-28 13:43:00,1
2019-04-30 00:21:00,1
2019-04-30 03:12:00,1
2019-04-30 10:40:00,1
2019-04-30 14:11:00,1
2019-05-01 06:30:00,1
2019-05-01 14:44:00,1
2019-05-02 10:55:00,1
2019-05-02 21:07:00,1
2019-05-03 04:39:00,1
2019-05-03 14:45:00,1
2019-05-03 17:25:00,1
2019-05-04 00:11:00,1
2019-05-04 04:54:00,1
2019-05-04 22:13:00,1
2019-05-06 07:52:00,1
2019-05-06 07:54:00,1
2019-05-06 08:44:00,1
2019-05-06 10:02:00,1
2019-05-06 15:38:00,1
2019-05-09 07:54:00,1
2019-05-10 16:22:00,1
2019-05-11 06:12:00,1
2019-05-11 07:38:00,1
2019-05-12 01:18:00,1
2019-05-12 12:22:00,1
2019-05-13 03:22:00,1
2019-05-13 08:43:00,1
2019-05-13 17:26:00,1
2019-05-13 23:12:00,1
2019-05-14 01:21:00,1
2019-05-14 08:18:00,1
2019-05-14 22:10:00,1
2019-05-15 23:04:00,1
2019-05-15 23:55:00,1
2019-05-16 00:40:00,1
2019-05-16 08:40:00,1
2019-05-16 16:28:00,1
2019-05-16 19:00:00,1
2019-05-17 04:43:00,1
2019-05-17 05:01:00,1
2019-05-17 05:24:00,1
2019-05-17 09:47:00,1
2019-05-18 20:32:00,1
2019-05-18 21:20:00,1
2019-05-18 21:57:00,1
2019-05-19 11:18:00,1
2019-05-20 18:14:00,1
2019-05-20 19:21:00,1
2019-05-21 03:21:00,1
2019-05-21 03:25:00,1
2019-05-21 09:31:00,1
2019-05-21 11:01:00,1
2019-05-21 20:15:00,1
2019-05-22 19:59:00,1
2019-05-23 03:03:00,1
2019-05-23 04:24:00,1
2019-05-23 07:11:00,1
2019-05-23 09:58:00,1
2019-05-23 13:14:00,1
2019-05-23 13:29:00,1
2019-05-23 17:01:00,1
2019-05-23 23:27:00,1
2019-05-24 02:11:00,1
2019-05-24 08:54:00,1
2019-05-24 13:28:00,1
2019-05-24 17:35:00,1
2019-05-24 19:52:00,1
2019-05-24 20:19:00,1
2019-05-24 20:42:00,1
2019-05-24 21:22:00,1
2019-05-24 23:58:00,1
2019-05-25 03:16:00,1
2019-05-25 07:13:00,1
2019-05-25 20:32:00,1
2019-05-27 12:19:00,1
2019-05-28 21:22:00,1
2019-05-29 04:40:00,1
2019-05-29 13:04:00,1
2019-05-30 03:30:00,1
2019-05-30 16:52:00,1
2019-05-30 16:54:00,1
2019-05-30 21:56:00,1
2019-05-31 02:02:00,1
2019-05-31 13:56:00,1
2019-05-31 16:36:00,1
2019-06-01 12:44:00,1
2019-06-01 16:32:00,1
2019-06-01 17:36:00,1
2019-06-04 02:23:00,1
2019-06-04 08:59:00,1
2019-06-05 18:30:00,1
2019-06-06 08:16:00,1
2019-06-07 15:22:00,1
2019-06-10 14:01:00,1
2019-06-10 19:44:00,1
2019-06-10 21:02:00,1
2019-06-10 21:19:00,1
2019-06-11 00:57:00,1
2019-06-11 01:51:00,1
2019-06-11 02:50:00,1
2019-06-11 02:52:00,1
2019-06-11 15:46:00,1
2019-06-11 16:29:00,1
2019-06-12 16:19:00,1
2019-06-13 13:37:00,1
2019-06-14 06:43:00,1
2019-06-14 21:14:00,1
2019-06-14 23:09:00,1
2019-06-15 09:19:00,1
2019-06-15 12:23:00,1
2019-06-15 12:25:00,1
2019-06-15 22:16:00,1
2019-06-16 11:35:00,1
2019-06-16 17:39:00,1
2019-06-17 09:50:00,1
2019-06-18 11:40:00,1
2019-06-18 13:06:00,1
2019-06-18 14:39:00,1
2019-06-18 18:44:00,1
2019-06-19 13:01:00,1
2019-06-19 19:41:00,1
2019-06-20 00:08:00,1
2019-06-20 03:48:00,1
2019-06-21 00:47:00,1
2019-06-21 06:42:00,1
2019-06-22 00:15:00,1
2019-06-23 13:48:00,1
2019-06-23 16:40:00,1
2019-06-23 16:42:00,1
2019-06-23 17:52:00,1
2019-06-23 19:18:00,1
2019-06-23 23:15:00,1
2019-06-24 09:33:00,1
2019-06-24 12:51:00,2
2019-06-24 23:49:00,1
2019-06-24 23:57:00,1
2019-06-25 05:32:00,1
2019-06-25 09:45:00,1
2019-06-25 10:58:00,1
2019-06-25 12:25:00,1
2019-06-25 16:01:00,1
2019-06-25 19:26:00,1
2019-06-27 00:52:00,1
2019-06-27 02:42:00,2
2019-06-27 06:00:00,1
2019-06-27 08:37:00,1
2019-06-27 20:27:00,1
2019-06-28 04:29:00,1
2019-06-28 04:31:00,1
2019-06-28 13:12:00,1
2019-06-29 05:33:00,1
2019-06-29 15:09:00,1
2019-06-30 16:00:00,1
2019-07-01 08:48:00,1
2019-07-01 21:24:00,1
2019-07-02 01:26:00,1
2019-07-02 08:38:00,1
2019-07-02 15:13:00,1
2019-07-02 15:16:00,1
2019-07-02 18:44:00,1
2019-07-02 19:40:00,1
2019-07-03 09:59:00,1
2019-07-03 14:19:00,1
2019-07-03 15:08:00,1
2019-07-04 03:55:00,1
2019-07-05 13:02:00,1
2019-07-06 01:44:00,1
2019-07-06 02:05:00,1
2019-07-06 07:52:00,1
2019-07-07 00:25:00,1
2019-07-07 11:21:00,1
2019-07-07 16:21:00,1
2019-07-08 05:32:00,1
2019-07-08 07:43:00,1
2019-07-08 13:45:00,1
2019-07-08 17:56:00,1
2019-07-09 19:58:00,1
2019-07-11 08:54:00,1
2019-07-11 10:32:00,1
2019-07-12 03:24:00,1
2019-07-12 07:40:00,1
2019-07-12 11:03:00,1
2019-07-12 19:09:00,1
2019-07-12 20:31:00,1
2019-07-12 21:50:00,1
2019-07-13 04:56:00,1
2019-07-14 02:11:00,1
2019-07-14 08:27:00,1
2019-07-14 08:31:00,1
2019-07-14 18:15:00,1
2019-07-15 03:36:00,1
2019-07-17 10:16:00,1
2019-07-18 10:28:00,1
2019-07-18 23:55:00,1
2019-07-19 15:44:00,1
2019-07-19 22:58:00,1
2019-07-20 00:17:00,1
2019-07-20 00:40:00,1
2019-07-20 04:28:00,1
2019-07-20 04:35:00,1
2019-07-20 05:25:00,1
2019-07-20 06:36:00,1
2019-07-21 04:28:00,1
2019-07-21 06:50:00,1
2019-07-21 09:02:00,1
2019-07-21 18:53:00,1
2019-07-22 05:24:00,1
2019-07-23 13:43:00,1
2019-07-23 15:17:00,1
2019-07-24 02:05:00,1
2019-07-24 09:00:00,1
2019-07-24 20:52:00,1
2019-07-25 05:07:00,1
2019-07-25 23:01:00,1
2019-07-25 23:03:00,1
2019-07-25 23:39:00,1
2019-07-26 16:42:00,1
2019-07-26 17:56:00,1
2019-07-26 23:31:00,1
2019-07-27 00:08:00,1
2019-07-27 12:05:00,1
2019-07-27 19:42:00,1
2019-07-28 07:57:00,1
2019-07-28 08:37:00,1
2019-07-28 20:31:00,1
2019-07-29 12:09:00,1
2019-07-29 14:11:00,1
2019-07-29 17:53:00,1
2019-07-30 02:16:00,1
2019-07-30 21:47:00,1
2019-08-01 03:29:00,1
2019-08-01 13:27:00,1
2019-08-02 02:12:00,1
2019-08-02 03:36:00,1
2019-08-02 04:44:00,1
2019-08-04 21:38:00,1
2019-08-04 21:59:00,1
2019-08-05 04:30:00,1
2019-08-05 15:20:00,1
2019-08-05 21:14:00,1
2019-08-05 21:16:00,1
2019-08-06 02:36:00,1
2019-08-06 19:52:00,1
2019-08-06 21:22:00,1
2019-08-07 14:32:00,1
2019-08-07 21:51:00,1
2019-08-08 19:13:00,1
2019-08-09 13:02:00,1
2019-08-09 14:54:00,1
2019-08-09 17:50:00,1
2019-08-10 19:25:00,1
2019-08-11 00:29:00,1
2019-08-11 09:20:00,1
2019-08-12 15:37:00,1
2019-08-12 16:54:00,1
2019-08-13 02:49:00,1
2019-08-13 15:38:00,1
2019-08-13 19:02:00,1
2019-08-14 01:44:00,1
2019-08-14 14:40:00,1
2019-08-14 22:43:00,1
2019-08-15 03:44:00,1
2019-08-16 04:06:00,1
2019-08-16 06:42:00,1
2019-08-16 07:02:00,1
2019-08-16 12:41:00,1
2019-08-16 13:26:00,1
2019-08-16 14:55:00,1
2019-08-16 18:39:00,1
2019-08-16 21:41:00,1
2019-08-16 23:23:00,1
2019-08-17 09:10:00,1
2019-08-17 10:14:00,1
2019-08-18 07:58:00,1
2019-08-18 12:20:00,1
2019-08-19 22:35:00,1
