6,"select top # p.ra, p.dec from photoz2 pz, photoTag p where p.objID = pz.objID AND pz.flag = # AND p.petroMag_r-p.extinction_r < #"
2019-09-13 16:56:00,1
2019-09-13 16:58:00,1
2019-09-13 17:07:00,2
2019-09-13 17:27:00,2
