17,"SELECT m.ID, m.RA AS ra1, m.DEC AS dec1, n.objid, n.distance, o.ra AS ra2, o.dec AS dec2 FROM MyDB.MATCH_DB AS m CROSS APPLY dbo.fGetNearestObjEq (m.ra, m.dec, #) AS n JOIN PhotoObj AS o ON n.objid = o.objid"
2019-10-06 15:34:00,2
2019-10-07 08:40:00,1
2019-10-08 04:26:00,1
2019-10-10 11:16:00,1
2019-10-11 05:33:00,1
2019-10-11 05:35:00,1
2019-10-11 05:37:00,1
2019-10-11 05:38:00,2
2019-10-11 05:39:00,1
2019-10-11 05:40:00,4
2019-10-11 05:44:00,1
2019-11-05 10:02:00,1
