12,"select top # plate, MJD, fiberID from specobjall where subClass like # and snMedian_g> =# and waveMin < = # and waveMax > = #"
2019-09-21 08:15:00,1
2019-09-21 08:16:00,1
2019-09-21 08:24:00,1
2019-09-21 08:27:00,1
2019-09-21 08:31:00,1
2019-09-21 08:33:00,2
2019-09-21 08:36:00,1
2019-09-21 08:37:00,1
2019-09-21 08:39:00,1
2019-09-21 08:42:00,2
