15739,select * from sppLines where specObjId = #
2019-01-01 06:06:00,1
2019-01-01 06:38:00,1
2019-01-01 12:25:00,1
2019-01-01 15:27:00,1
2019-01-01 20:38:00,1
2019-01-01 20:44:00,1
2019-01-02 03:52:00,1
2019-01-02 07:47:00,2
2019-01-02 19:46:00,1
2019-01-02 20:24:00,1
2019-01-02 21:24:00,2
2019-01-02 23:30:00,1
2019-01-03 14:07:00,1
2019-01-03 15:30:00,1
2019-01-03 19:38:00,1
2019-01-03 20:16:00,1
2019-01-03 22:23:00,1
2019-01-04 00:52:00,1
2019-01-04 00:53:00,1
2019-01-04 07:01:00,1
2019-01-04 08:22:00,1
2019-01-04 08:53:00,1
2019-01-04 08:54:00,1
2019-01-04 09:08:00,1
2019-01-04 10:15:00,1
2019-01-04 10:19:00,1
2019-01-04 22:02:00,1
2019-01-04 22:10:00,1
2019-01-04 22:21:00,1
2019-01-04 22:39:00,1
2019-01-04 23:11:00,1
2019-01-05 00:14:00,1
2019-01-05 00:42:00,1
2019-01-05 00:55:00,1
2019-01-05 01:11:00,1
2019-01-05 01:42:00,1
2019-01-05 02:13:00,1
2019-01-05 04:01:00,1
2019-01-05 04:33:00,1
2019-01-05 05:14:00,1
2019-01-05 05:20:00,1
2019-01-05 05:28:00,1
2019-01-05 05:33:00,1
2019-01-05 06:09:00,1
2019-01-05 07:13:00,1
2019-01-05 07:31:00,1
2019-01-05 08:04:00,1
2019-01-05 08:09:00,1
2019-01-05 09:46:00,1
2019-01-05 10:29:00,1
2019-01-05 11:09:00,1
2019-01-05 11:31:00,1
2019-01-05 11:39:00,1
2019-01-05 12:25:00,1
2019-01-05 12:35:00,1
2019-01-05 13:41:00,1
2019-01-05 13:44:00,1
2019-01-05 14:12:00,1
2019-01-05 14:15:00,1
2019-01-05 14:16:00,1
2019-01-05 15:00:00,1
2019-01-05 15:17:00,1
2019-01-05 15:18:00,1
2019-01-05 16:27:00,1
2019-01-05 16:38:00,1
2019-01-05 17:11:00,1
2019-01-05 18:50:00,1
2019-01-05 19:06:00,1
2019-01-05 20:12:00,1
2019-01-05 20:19:00,1
2019-01-05 20:43:00,1
2019-01-05 21:00:00,1
2019-01-05 21:31:00,1
2019-01-05 21:54:00,1
2019-01-05 21:55:00,1
2019-01-05 22:01:00,1
2019-01-05 22:57:00,1
2019-01-05 23:35:00,1
2019-01-05 23:59:00,1
2019-01-06 01:13:00,1
2019-01-06 01:33:00,1
2019-01-06 02:13:00,1
2019-01-06 02:14:00,1
2019-01-06 02:41:00,1
2019-01-06 02:46:00,1
2019-01-06 03:00:00,1
2019-01-06 03:13:00,1
2019-01-06 04:08:00,1
2019-01-06 04:32:00,1
2019-01-06 04:44:00,1
2019-01-06 05:32:00,1
2019-01-06 06:26:00,1
2019-01-06 06:40:00,1
2019-01-06 07:01:00,1
2019-01-06 07:33:00,1
2019-01-06 08:44:00,1
2019-01-06 09:13:00,1
2019-01-06 10:29:00,1
2019-01-06 11:28:00,1
2019-01-06 11:31:00,1
2019-01-06 12:06:00,1
2019-01-06 12:34:00,1
2019-01-06 12:48:00,1
2019-01-06 13:03:00,1
2019-01-06 13:35:00,1
2019-01-06 14:12:00,1
2019-01-06 14:15:00,1
2019-01-06 15:48:00,1
2019-01-06 16:44:00,1
2019-01-06 17:34:00,1
2019-01-06 18:19:00,1
2019-01-06 18:40:00,1
2019-01-06 18:53:00,1
2019-01-06 19:24:00,1
2019-01-06 19:33:00,1
2019-01-06 19:55:00,1
2019-01-06 20:06:00,1
2019-01-06 20:56:00,1
2019-01-06 21:39:00,1
2019-01-06 22:10:00,1
2019-01-06 22:59:00,1
2019-01-06 23:42:00,1
2019-01-07 00:04:00,1
2019-01-07 00:05:00,1
2019-01-07 00:10:00,1
2019-01-07 01:13:00,1
2019-01-07 02:17:00,1
2019-01-07 02:44:00,1
2019-01-07 02:49:00,1
2019-01-07 03:04:00,1
2019-01-07 03:40:00,1
2019-01-07 03:41:00,1
2019-01-07 04:13:00,1
2019-01-07 04:54:00,1
2019-01-07 05:55:00,1
2019-01-07 06:58:00,1
2019-01-07 06:59:00,1
2019-01-07 08:33:00,1
2019-01-07 08:46:00,1
2019-01-07 09:00:00,1
2019-01-07 09:06:00,1
2019-01-07 09:16:00,1
2019-01-07 10:44:00,1
2019-01-07 11:16:00,1
2019-01-07 11:23:00,1
2019-01-07 11:31:00,1
2019-01-07 11:46:00,1
2019-01-07 11:50:00,1
2019-01-07 11:53:00,1
2019-01-07 13:11:00,1
2019-01-07 13:14:00,6
2019-01-07 13:15:00,20
2019-01-07 13:16:00,17
2019-01-07 13:17:00,12
2019-01-07 13:31:00,1
2019-01-07 14:11:00,1
2019-01-07 14:14:00,1
2019-01-07 15:00:00,1
2019-01-07 15:10:00,1
2019-01-07 15:28:00,1
2019-01-07 15:41:00,1
2019-01-07 16:12:00,1
2019-01-07 16:37:00,2
2019-01-07 16:43:00,1
2019-01-07 18:06:00,1
2019-01-07 18:30:00,1
2019-01-07 23:22:00,1
2019-01-08 08:56:00,1
2019-01-08 11:39:00,1
2019-01-08 14:10:00,1
2019-01-08 14:22:00,1
2019-01-08 17:17:00,1
2019-01-08 18:27:00,1
2019-01-08 18:33:00,1
2019-01-08 23:24:00,1
2019-01-08 23:28:00,1
2019-01-09 02:26:00,1
2019-01-09 18:45:00,1
2019-01-10 03:01:00,1
2019-01-10 03:53:00,1
2019-01-10 04:25:00,1
2019-01-10 08:30:00,1
2019-01-10 13:31:00,1
2019-01-10 13:48:00,1
2019-01-10 14:03:00,1
2019-01-10 16:59:00,1
2019-01-10 19:48:00,1
2019-01-10 21:18:00,1
2019-01-10 22:07:00,1
2019-01-10 23:05:00,1
2019-01-11 14:34:00,1
2019-01-11 15:11:00,1
2019-01-11 15:35:00,1
2019-01-11 15:56:00,2
2019-01-11 15:57:00,1
2019-01-11 16:12:00,1
2019-01-11 18:49:00,1
2019-01-11 19:58:00,1
2019-01-11 22:41:00,1
2019-01-11 23:58:00,1
2019-01-12 01:06:00,1
2019-01-12 02:16:00,1
2019-01-12 02:19:00,2
2019-01-12 04:08:00,1
2019-01-12 05:22:00,1
2019-01-12 05:29:00,1
2019-01-12 06:07:00,1
2019-01-12 06:20:00,1
2019-01-12 07:00:00,1
2019-01-12 10:53:00,1
2019-01-12 11:03:00,1
2019-01-12 13:12:00,1
2019-01-12 13:22:00,1
2019-01-12 13:42:00,1
2019-01-12 13:56:00,2
2019-01-12 14:10:00,1
2019-01-12 16:41:00,4
2019-01-12 17:04:00,1
2019-01-12 18:19:00,1
2019-01-12 22:14:00,1
2019-01-12 22:29:00,1
2019-01-12 22:57:00,1
2019-01-12 23:14:00,1
2019-01-13 01:44:00,1
2019-01-13 01:54:00,1
2019-01-13 03:30:00,1
2019-01-13 04:03:00,1
2019-01-13 04:12:00,1
2019-01-13 04:16:00,1
2019-01-13 04:32:00,1
2019-01-13 05:36:00,1
2019-01-13 07:01:00,1
2019-01-13 08:24:00,1
2019-01-13 08:26:00,1
2019-01-13 09:32:00,1
2019-01-13 10:09:00,1
2019-01-13 10:44:00,1
2019-01-13 11:09:00,1
2019-01-13 11:37:00,1
2019-01-13 11:47:00,1
2019-01-13 12:19:00,1
2019-01-13 13:12:00,1
2019-01-13 13:44:00,1
2019-01-13 13:48:00,1
2019-01-13 14:14:00,1
2019-01-13 15:40:00,1
2019-01-13 17:07:00,1
2019-01-13 17:36:00,1
2019-01-13 19:28:00,1
2019-01-13 21:06:00,2
2019-01-13 21:21:00,2
2019-01-13 21:57:00,1
2019-01-14 00:01:00,1
2019-01-14 00:58:00,5
2019-01-14 00:59:00,2
2019-01-14 01:07:00,1
2019-01-14 02:29:00,1
2019-01-14 03:58:00,1
2019-01-14 04:04:00,1
2019-01-14 04:19:00,1
2019-01-14 05:41:00,1
2019-01-14 07:00:00,1
2019-01-14 08:18:00,1
2019-01-14 09:23:00,1
2019-01-14 10:45:00,8
2019-01-14 11:27:00,1
2019-01-14 11:28:00,1
2019-01-14 11:47:00,1
2019-01-14 12:49:00,1
2019-01-14 14:18:00,4
2019-01-14 14:31:00,1
2019-01-14 17:13:00,1
2019-01-14 18:31:00,1
2019-01-14 18:38:00,1
2019-01-14 20:30:00,1
2019-01-14 21:16:00,1
2019-01-14 21:32:00,1
2019-01-14 23:43:00,1
2019-01-15 00:16:00,1
2019-01-15 01:32:00,1
2019-01-15 04:22:00,1
2019-01-15 04:25:00,1
2019-01-15 16:18:00,1
2019-01-15 19:44:00,1
2019-01-16 02:05:00,1
2019-01-16 07:27:00,1
2019-01-16 11:32:00,1
2019-01-16 19:27:00,1
2019-01-17 13:39:00,14
2019-01-17 20:29:00,1
2019-01-17 20:35:00,1
2019-01-18 00:19:00,1
2019-01-18 04:05:00,1
2019-01-18 06:06:00,1
2019-01-18 09:59:00,14
2019-01-18 20:31:00,1
2019-01-19 03:11:00,1
2019-01-19 09:12:00,1
2019-01-19 11:02:00,1
2019-01-19 13:55:00,1
2019-01-19 14:09:00,1
2019-01-19 15:36:00,1
2019-01-19 16:46:00,1
2019-01-19 17:04:00,1
2019-01-19 22:48:00,1
2019-01-20 01:12:00,1
2019-01-20 01:24:00,1
2019-01-20 05:40:00,1
2019-01-20 09:40:00,1
2019-01-20 10:44:00,1
2019-01-20 13:14:00,1
2019-01-20 14:22:00,1
2019-01-20 15:08:00,1
2019-01-20 17:42:00,3
2019-01-20 17:59:00,1
2019-01-20 20:08:00,1
2019-01-21 02:21:00,1
2019-01-21 02:49:00,1
2019-01-21 04:28:00,1
2019-01-21 04:55:00,1
2019-01-21 05:39:00,2
2019-01-21 07:11:00,1
2019-01-21 07:44:00,1
2019-01-21 12:43:00,1
2019-01-21 15:47:00,1
2019-01-21 16:11:00,1
2019-01-21 17:49:00,1
2019-01-21 18:15:00,1
2019-01-21 18:42:00,1
2019-01-22 01:18:00,1
2019-01-22 01:49:00,1
2019-01-22 02:52:00,2
2019-01-22 08:59:00,1
2019-01-22 09:08:00,1
2019-01-22 09:10:00,1
2019-01-23 04:24:00,1
2019-01-23 11:33:00,1
2019-01-23 18:46:00,1
2019-01-24 02:27:00,1
2019-01-24 13:13:00,1
2019-01-24 15:57:00,1
2019-01-24 16:22:00,4
2019-01-24 16:43:00,1
2019-01-25 11:45:00,1
2019-01-25 12:20:00,1
2019-01-25 15:44:00,1
2019-01-25 17:55:00,1
2019-01-25 22:22:00,1
2019-01-25 23:24:00,1
2019-01-26 08:54:00,1
2019-01-26 09:43:00,1
2019-01-26 10:40:00,1
2019-01-26 11:22:00,1
2019-01-26 11:42:00,1
2019-01-26 19:08:00,1
2019-01-26 19:13:00,1
2019-01-26 20:48:00,1
2019-01-26 21:38:00,1
2019-01-27 01:58:00,1
2019-01-27 06:19:00,1
2019-01-27 07:40:00,1
2019-01-27 08:10:00,2
2019-01-27 08:56:00,1
