15739,select * from sppLines where specObjId = #
2019-01-27 10:27:00,1
2019-01-27 10:40:00,1
2019-01-27 11:00:00,1
2019-01-27 11:31:00,1
2019-01-27 12:15:00,1
2019-01-27 14:55:00,1
2019-01-27 17:38:00,1
2019-01-27 19:27:00,1
2019-01-27 19:30:00,1
2019-01-27 19:34:00,1
2019-01-27 20:13:00,1
2019-01-27 21:16:00,1
2019-01-27 22:26:00,1
2019-01-28 00:45:00,1
2019-01-28 01:28:00,1
2019-01-28 03:04:00,1
2019-01-28 05:01:00,1
2019-01-28 05:48:00,1
2019-01-28 05:57:00,1
2019-01-28 06:33:00,1
2019-01-28 06:58:00,1
2019-01-28 07:11:00,1
2019-01-28 07:13:00,1
2019-01-28 07:54:00,1
2019-01-28 08:14:00,1
2019-01-28 09:23:00,1
2019-01-28 13:25:00,1
2019-01-28 13:39:00,1
2019-01-28 14:33:00,1
2019-01-28 15:39:00,1
2019-01-28 15:53:00,1
2019-01-28 16:17:00,1
2019-01-28 17:32:00,1
2019-01-28 19:00:00,1
2019-01-28 23:25:00,1
2019-01-28 23:28:00,1
2019-01-28 23:47:00,1
2019-01-28 23:48:00,1
2019-01-29 00:25:00,1
2019-01-29 01:56:00,1
2019-01-29 02:57:00,1
2019-01-29 03:45:00,1
2019-01-29 05:21:00,1
2019-01-29 06:37:00,1
2019-01-29 14:25:00,2
2019-01-29 15:24:00,1
2019-01-29 16:22:00,1
2019-01-29 17:16:00,1
2019-01-29 17:49:00,1
2019-01-29 18:22:00,1
2019-01-29 18:30:00,1
2019-01-29 20:56:00,1
2019-01-29 22:54:00,1
2019-01-30 03:59:00,1
2019-01-30 10:49:00,1
2019-01-30 12:04:00,1
2019-01-30 13:33:00,1
2019-01-30 14:10:00,1
2019-01-30 16:14:00,1
2019-01-30 16:54:00,1
2019-01-30 17:41:00,1
2019-01-30 18:00:00,1
2019-01-30 18:42:00,1
2019-01-30 20:48:00,1
2019-01-31 02:09:00,1
2019-01-31 02:10:00,1
2019-01-31 02:13:00,1
2019-01-31 02:14:00,1
2019-01-31 02:15:00,1
2019-01-31 02:20:00,1
2019-01-31 03:14:00,1
2019-01-31 03:38:00,1
2019-01-31 03:50:00,1
2019-01-31 05:56:00,1
2019-01-31 06:01:00,1
2019-01-31 06:18:00,1
2019-01-31 06:53:00,1
2019-01-31 07:37:00,1
2019-01-31 08:35:00,1
2019-01-31 09:41:00,1
2019-01-31 10:09:00,1
2019-01-31 13:17:00,1
2019-01-31 15:48:00,1
2019-01-31 16:19:00,7
2019-01-31 16:20:00,23
2019-01-31 19:46:00,1
2019-01-31 21:18:00,1
2019-02-01 06:11:00,1
2019-02-01 11:11:00,1
2019-02-01 12:21:00,1
2019-02-01 14:12:00,1
2019-02-01 14:20:00,1
2019-02-01 19:48:00,1
2019-02-01 20:40:00,1
2019-02-01 22:24:00,1
2019-02-01 23:25:00,1
2019-02-02 02:41:00,1
2019-02-02 06:03:00,1
2019-02-02 08:03:00,1
2019-02-02 09:25:00,1
2019-02-02 11:08:00,1
2019-02-02 12:43:00,1
2019-02-02 14:59:00,1
2019-02-02 15:56:00,1
2019-02-02 16:34:00,1
2019-02-02 18:50:00,1
2019-02-02 19:38:00,1
2019-02-02 20:04:00,1
2019-02-02 21:38:00,1
2019-02-02 23:30:00,1
2019-02-03 00:03:00,1
2019-02-03 00:24:00,1
2019-02-03 01:15:00,1
2019-02-03 02:17:00,1
2019-02-03 02:58:00,1
2019-02-03 05:51:00,1
2019-02-03 07:06:00,1
2019-02-03 08:19:00,1
2019-02-03 08:43:00,1
2019-02-03 09:43:00,1
2019-02-03 09:48:00,1
2019-02-03 10:17:00,1
2019-02-03 10:19:00,1
2019-02-03 11:31:00,1
2019-02-03 12:49:00,1
2019-02-03 14:10:00,1
2019-02-03 14:30:00,1
2019-02-03 15:05:00,1
2019-02-03 15:35:00,1
2019-02-03 15:54:00,1
2019-02-03 16:32:00,1
2019-02-03 17:37:00,1
2019-02-03 18:47:00,1
2019-02-03 19:08:00,1
2019-02-03 19:18:00,1
2019-02-03 19:27:00,1
2019-02-03 22:07:00,1
2019-02-03 22:29:00,1
2019-02-03 23:10:00,1
2019-02-03 23:29:00,1
2019-02-03 23:35:00,1
2019-02-03 23:52:00,1
2019-02-04 00:31:00,1
2019-02-04 00:33:00,1
2019-02-04 01:25:00,1
2019-02-04 03:46:00,1
2019-02-04 04:01:00,1
2019-02-04 04:05:00,1
2019-02-04 05:38:00,1
2019-02-04 06:29:00,1
2019-02-04 06:34:00,1
2019-02-04 06:57:00,1
2019-02-04 07:28:00,1
2019-02-04 08:08:00,1
2019-02-04 08:22:00,8
2019-02-04 10:21:00,1
2019-02-04 10:28:00,1
2019-02-04 12:41:00,1
2019-02-04 14:10:00,1
2019-02-04 14:30:00,1
2019-02-04 16:05:00,1
2019-02-04 17:43:00,1
2019-02-04 20:32:00,1
2019-02-04 20:49:00,1
2019-02-05 00:52:00,1
2019-02-05 01:12:00,1
2019-02-05 01:49:00,1
2019-02-05 02:55:00,1
2019-02-05 04:10:00,1
2019-02-05 05:54:00,1
2019-02-05 07:26:00,1
2019-02-05 08:59:00,1
2019-02-05 10:00:00,1
2019-02-05 10:58:00,1
2019-02-05 11:54:00,1
2019-02-05 13:38:00,1
2019-02-05 14:49:00,1
2019-02-05 15:40:00,1
2019-02-05 17:40:00,1
2019-02-05 17:45:00,1
2019-02-05 18:30:00,1
2019-02-05 19:14:00,1
2019-02-05 19:25:00,1
2019-02-05 23:24:00,1
2019-02-06 01:00:00,1
2019-02-06 01:27:00,1
2019-02-06 03:23:00,1
2019-02-06 03:41:00,1
2019-02-06 04:44:00,1
2019-02-06 05:00:00,1
2019-02-06 05:37:00,1
2019-02-06 06:25:00,1
2019-02-06 06:47:00,1
2019-02-06 07:30:00,1
2019-02-06 09:25:00,1
2019-02-06 09:47:00,1
2019-02-06 10:11:00,1
2019-02-06 10:26:00,1
2019-02-06 11:03:00,1
2019-02-06 11:23:00,1
2019-02-06 13:40:00,1
2019-02-06 13:43:00,1
2019-02-06 13:54:00,1
2019-02-06 13:55:00,1
2019-02-06 15:20:00,1
2019-02-06 15:37:00,1
2019-02-06 16:35:00,1
2019-02-06 17:49:00,1
2019-02-06 18:39:00,1
2019-02-06 19:12:00,1
2019-02-06 20:16:00,1
2019-02-06 20:26:00,1
2019-02-06 21:55:00,1
2019-02-06 22:35:00,1
2019-02-06 22:42:00,1
2019-02-06 23:40:00,1
2019-02-07 00:25:00,1
2019-02-07 00:31:00,1
2019-02-07 00:47:00,1
2019-02-07 02:48:00,1
2019-02-07 03:52:00,1
2019-02-07 04:59:00,1
2019-02-07 05:06:00,1
2019-02-07 06:33:00,1
2019-02-07 06:39:00,1
2019-02-07 06:40:00,1
2019-02-07 07:40:00,1
2019-02-07 08:00:00,1
2019-02-07 09:43:00,1
2019-02-07 09:45:00,1
2019-02-07 11:49:00,1
2019-02-07 12:40:00,1
2019-02-07 12:51:00,1
2019-02-07 12:56:00,1
2019-02-07 14:51:00,1
2019-02-07 15:09:00,1
2019-02-07 15:46:00,1
2019-02-07 15:57:00,1
2019-02-07 16:44:00,1
2019-02-07 16:45:00,1
2019-02-07 18:06:00,1
2019-02-07 18:46:00,1
2019-02-07 18:52:00,1
2019-02-07 20:49:00,1
2019-02-07 22:00:00,1
2019-02-07 23:22:00,1
2019-02-08 01:09:00,1
2019-02-08 03:40:00,1
2019-02-08 04:43:00,1
2019-02-08 06:20:00,1
2019-02-08 06:24:00,1
2019-02-08 11:08:00,1
2019-02-08 11:46:00,1
2019-02-08 12:23:00,1
2019-02-08 13:51:00,1
2019-02-08 13:52:00,1
2019-02-08 15:09:00,1
2019-02-08 15:29:00,1
2019-02-08 15:34:00,1
2019-02-08 16:38:00,1
2019-02-08 17:44:00,1
2019-02-08 18:12:00,1
2019-02-08 19:52:00,1
2019-02-08 21:38:00,1
2019-02-08 22:46:00,1
2019-02-09 00:00:00,1
2019-02-09 01:17:00,1
2019-02-09 02:41:00,1
2019-02-09 03:07:00,1
2019-02-09 05:02:00,1
2019-02-09 05:04:00,1
2019-02-09 05:08:00,1
2019-02-09 05:35:00,1
2019-02-09 05:58:00,2
2019-02-09 06:49:00,1
2019-02-09 06:56:00,1
2019-02-09 07:44:00,1
2019-02-09 08:09:00,1
2019-02-09 08:35:00,1
2019-02-09 09:31:00,1
2019-02-09 09:51:00,1
2019-02-09 10:04:00,1
2019-02-09 11:44:00,1
2019-02-09 13:49:00,1
2019-02-09 13:51:00,1
2019-02-09 14:19:00,1
2019-02-09 14:34:00,1
2019-02-09 15:24:00,1
2019-02-09 15:30:00,1
2019-02-09 16:19:00,1
2019-02-09 16:30:00,1
2019-02-09 17:04:00,1
2019-02-09 18:06:00,1
2019-02-09 18:16:00,1
2019-02-09 19:05:00,1
2019-02-09 19:08:00,1
2019-02-09 20:07:00,1
2019-02-09 20:40:00,1
2019-02-10 01:38:00,1
2019-02-10 03:10:00,1
2019-02-10 10:21:00,1
2019-02-10 10:30:00,1
2019-02-10 12:00:00,1
2019-02-10 12:11:00,1
2019-02-10 13:02:00,1
2019-02-10 14:41:00,1
2019-02-10 17:45:00,1
2019-02-10 18:07:00,1
2019-02-10 18:58:00,1
2019-02-10 20:01:00,1
2019-02-10 21:01:00,1
2019-02-10 22:50:00,1
2019-02-11 02:21:00,1
2019-02-11 05:47:00,1
2019-02-11 12:31:00,1
2019-02-11 13:23:00,1
2019-02-11 14:32:00,1
2019-02-11 14:45:00,1
2019-02-11 15:30:00,1
2019-02-11 16:57:00,1
2019-02-11 16:59:00,1
2019-02-11 17:06:00,1
2019-02-11 19:46:00,1
2019-02-11 21:53:00,1
2019-02-11 23:42:00,1
2019-02-12 01:44:00,1
2019-02-12 04:49:00,1
2019-02-12 08:57:00,1
2019-02-12 15:18:00,1
2019-02-12 18:52:00,1
2019-02-12 21:41:00,1
2019-02-12 21:43:00,1
2019-02-13 01:46:00,1
2019-02-13 02:23:00,1
2019-02-13 03:20:00,1
2019-02-13 03:32:00,1
2019-02-13 04:13:00,1
2019-02-13 07:30:00,1
2019-02-13 11:53:00,1
2019-02-13 12:39:00,1
2019-02-13 14:36:00,1
2019-02-13 16:43:00,1
2019-02-13 16:44:00,1
2019-02-13 16:57:00,1
2019-02-13 17:09:00,2
2019-02-13 18:47:00,1
2019-02-13 19:14:00,1
2019-02-13 19:26:00,1
2019-02-13 20:10:00,1
2019-02-13 20:57:00,1
2019-02-13 22:20:00,1
2019-02-14 00:39:00,1
2019-02-14 00:58:00,1
2019-02-14 00:59:00,1
2019-02-14 01:33:00,1
2019-02-14 04:16:00,1
2019-02-14 04:24:00,1
2019-02-14 08:38:00,1
2019-02-14 08:53:00,1
2019-02-14 14:01:00,1
2019-02-14 18:31:00,1
2019-02-14 19:07:00,1
2019-02-14 20:49:00,1
2019-02-14 21:00:00,1
2019-02-14 21:52:00,1
2019-02-14 21:59:00,1
2019-02-14 23:10:00,1
2019-02-14 23:14:00,1
2019-02-14 23:26:00,5
2019-02-14 23:49:00,2
2019-02-15 00:53:00,1
2019-02-15 02:14:00,1
2019-02-15 02:17:00,1
2019-02-15 03:38:00,1
2019-02-15 04:47:00,1
2019-02-15 06:02:00,1
2019-02-15 06:11:00,1
2019-02-15 13:05:00,1
2019-02-15 13:31:00,1
2019-02-15 13:40:00,1
2019-02-15 13:41:00,1
2019-02-15 13:43:00,1
2019-02-15 14:47:00,1
2019-02-15 15:06:00,1
2019-02-15 15:08:00,1
2019-02-15 15:12:00,1
2019-02-15 15:29:00,1
2019-02-15 16:04:00,1
2019-02-15 16:47:00,1
2019-02-15 18:18:00,1
2019-02-15 18:37:00,1
2019-02-15 18:59:00,1
2019-02-15 20:14:00,1
2019-02-15 21:01:00,4
2019-02-15 21:16:00,1
2019-02-15 22:03:00,1
2019-02-15 22:04:00,1
2019-02-15 22:27:00,1
2019-02-15 23:20:00,1
2019-02-16 00:16:00,1
2019-02-16 00:37:00,1
2019-02-16 00:44:00,1
2019-02-16 00:54:00,1
2019-02-16 03:15:00,1
2019-02-16 05:23:00,1
2019-02-16 05:56:00,1
2019-02-16 06:55:00,1
2019-02-16 07:30:00,1
2019-02-16 11:31:00,1
2019-02-16 11:35:00,1
2019-02-16 11:36:00,1
2019-02-16 11:41:00,1
2019-02-16 11:54:00,1
2019-02-16 13:20:00,1
2019-02-16 15:44:00,2
2019-02-16 16:32:00,1
2019-02-16 18:35:00,2
2019-02-16 19:18:00,10
2019-02-16 20:15:00,1
2019-02-16 21:19:00,1
2019-02-16 21:33:00,1
2019-02-16 22:11:00,2
2019-02-16 22:50:00,1
2019-02-16 23:32:00,1
2019-02-17 00:59:00,1
2019-02-17 01:39:00,1
2019-02-17 02:03:00,1
2019-02-17 02:32:00,1
2019-02-17 05:15:00,1
2019-02-17 05:23:00,1
2019-02-17 06:24:00,1
2019-02-17 07:33:00,1
2019-02-17 07:56:00,1
2019-02-17 09:36:00,1
2019-02-17 10:00:00,1
2019-02-17 10:07:00,4
2019-02-17 12:44:00,1
2019-02-17 14:56:00,1
2019-02-17 15:24:00,1
2019-02-17 16:26:00,1
2019-02-17 17:32:00,9
2019-02-17 17:53:00,1
2019-02-17 18:27:00,1
2019-02-17 19:08:00,1
2019-02-17 21:58:00,1
2019-02-17 22:00:00,1
2019-02-17 22:05:00,1
2019-02-17 22:30:00,1
2019-02-17 22:31:00,1
2019-02-17 22:32:00,2
2019-02-17 23:15:00,6
2019-02-18 00:54:00,1
2019-02-18 00:59:00,19
2019-02-18 01:00:00,12
2019-02-18 01:06:00,1
2019-02-18 01:16:00,1
2019-02-18 01:59:00,1
2019-02-18 02:28:00,1
2019-02-18 03:44:00,1
2019-02-18 04:08:00,1
2019-02-18 04:44:00,1
2019-02-18 05:38:00,1
2019-02-18 06:11:00,1
2019-02-18 09:52:00,1
2019-02-18 10:21:00,1
2019-02-18 11:26:00,1
2019-02-18 11:44:00,1
2019-02-18 12:59:00,1
2019-02-18 14:20:00,1
2019-02-18 15:27:00,1
2019-02-18 17:17:00,1
2019-02-18 17:51:00,1
2019-02-18 18:15:00,3
2019-02-18 21:14:00,1
2019-02-18 21:15:00,3
2019-02-18 21:19:00,1
2019-02-18 22:17:00,1
2019-02-18 23:51:00,16
2019-02-18 23:52:00,4
2019-02-18 23:53:00,1
2019-02-18 23:56:00,2
2019-02-19 02:25:00,1
2019-02-19 03:19:00,1
2019-02-19 03:21:00,1
2019-02-19 04:27:00,1
2019-02-19 04:40:00,1
2019-02-19 05:19:00,1
2019-02-19 05:58:00,1
2019-02-19 07:18:00,1
2019-02-19 08:11:00,1
2019-02-19 08:21:00,1
2019-02-19 10:08:00,1
2019-02-19 10:47:00,1
2019-02-19 10:54:00,1
2019-02-19 12:31:00,1
2019-02-19 12:49:00,31
2019-02-19 13:06:00,1
2019-02-19 13:35:00,1
2019-02-19 14:34:00,1
2019-02-19 17:16:00,1
2019-02-19 20:12:00,12
2019-02-19 20:13:00,7
2019-02-19 20:15:00,2
2019-02-19 20:28:00,1
2019-02-19 22:16:00,1
2019-02-19 22:50:00,1
2019-02-20 00:02:00,1
2019-02-20 00:29:00,6
2019-02-20 00:30:00,7
2019-02-20 00:31:00,1
2019-02-20 01:00:00,1
2019-02-20 01:16:00,1
2019-02-20 02:43:00,1
2019-02-20 03:20:00,1
2019-02-20 03:22:00,2
2019-02-20 05:41:00,1
2019-02-20 05:50:00,1
2019-02-20 07:49:00,1
2019-02-20 08:38:00,1
2019-02-20 10:38:00,1
2019-02-20 10:40:00,1
2019-02-20 14:54:00,1
2019-02-20 16:35:00,4
2019-02-20 19:37:00,2
2019-02-20 19:45:00,1
2019-02-20 19:50:00,1
2019-02-20 20:05:00,1
2019-02-20 20:46:00,1
2019-02-20 20:48:00,1
2019-02-20 21:18:00,1
2019-02-20 21:58:00,2
2019-02-20 22:28:00,1
2019-02-20 22:37:00,1
2019-02-20 23:03:00,1
2019-02-21 01:20:00,1
2019-02-21 01:47:00,1
2019-02-21 02:04:00,1
2019-02-21 02:27:00,1
2019-02-21 02:36:00,1
2019-02-21 02:43:00,1
2019-02-21 03:15:00,1
2019-02-21 06:36:00,1
2019-02-21 07:08:00,1
2019-02-21 07:31:00,1
2019-02-21 07:48:00,1
2019-02-21 07:53:00,1
2019-02-21 09:14:00,2
2019-02-21 10:10:00,1
2019-02-21 11:18:00,1
2019-02-21 12:18:00,1
2019-02-21 13:07:00,1
2019-02-21 13:17:00,2
2019-02-21 14:24:00,1
2019-02-21 15:32:00,1
2019-02-21 17:42:00,1
2019-02-21 20:31:00,1
2019-02-21 20:32:00,15
2019-02-21 20:33:00,15
2019-02-21 20:34:00,12
2019-02-21 21:15:00,1
2019-02-21 21:18:00,1
2019-02-21 22:30:00,10
2019-02-21 22:31:00,15
2019-02-21 22:32:00,1
2019-02-22 00:01:00,5
2019-02-22 01:13:00,1
2019-02-22 01:16:00,1
