13,"SELECT TOP # ra, dec, u, g, r, i, z FROM PhotoObj WHERE ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-05-28 00:23:00,1
2019-05-29 22:26:00,1
2019-05-29 22:28:00,1
2019-05-29 22:31:00,1
2019-05-29 22:32:00,1
2019-05-29 22:34:00,1
2019-05-29 22:51:00,1
2019-05-29 23:12:00,1
2019-05-29 23:16:00,1
2019-05-29 23:17:00,1
2019-05-29 23:18:00,1
2019-05-31 22:26:00,1
2019-05-31 23:42:00,1
