4234,select * from ELRedshift where specObjId = #
2019-01-01 03:01:00,1
2019-01-01 03:35:00,1
2019-01-01 09:52:00,1
2019-01-01 09:55:00,1
2019-01-01 12:45:00,1
2019-01-01 13:31:00,1
2019-01-01 13:36:00,1
2019-01-01 14:49:00,1
2019-01-01 19:04:00,1
2019-01-01 19:25:00,1
2019-01-01 20:39:00,4
2019-01-01 20:40:00,8
2019-01-01 20:41:00,7
2019-01-01 20:42:00,5
2019-01-01 20:43:00,2
2019-01-01 20:53:00,1
2019-01-02 03:27:00,1
2019-01-02 07:29:00,2
2019-01-02 07:30:00,4
2019-01-02 07:32:00,8
2019-01-02 07:33:00,2
2019-01-02 07:38:00,2
2019-01-02 07:39:00,4
2019-01-02 07:40:00,1
2019-01-02 07:41:00,4
2019-01-02 07:42:00,1
2019-01-02 07:47:00,1
2019-01-02 14:17:00,1
2019-01-02 19:14:00,17
2019-01-02 21:20:00,1
2019-01-02 23:16:00,1
2019-01-03 06:11:00,1
2019-01-03 10:47:00,1
2019-01-03 23:02:00,8
2019-01-04 03:20:00,1
2019-01-04 23:25:00,1
2019-01-05 03:36:00,1
2019-01-05 06:15:00,1
2019-01-05 09:42:00,1
2019-01-05 20:54:00,1
2019-01-06 14:58:00,1
2019-01-06 21:42:00,1
2019-01-07 00:00:00,27
2019-01-07 03:10:00,1
2019-01-07 19:36:00,1
2019-01-08 10:20:00,1
2019-01-08 20:32:00,2
2019-01-08 20:33:00,1
2019-01-10 01:59:00,3
2019-01-10 04:24:00,1
2019-01-10 15:46:00,1
2019-01-10 17:02:00,1
2019-01-10 22:02:00,1
2019-01-11 02:09:00,1
2019-01-11 09:21:00,1
2019-01-11 11:55:00,1
2019-01-11 12:12:00,1
2019-01-11 12:15:00,1
2019-01-11 15:08:00,1
2019-01-11 15:57:00,1
2019-01-11 16:06:00,3
2019-01-11 18:04:00,1
2019-01-12 00:25:00,1
2019-01-12 01:43:00,1
2019-01-12 11:39:00,1
2019-01-12 15:49:00,1
2019-01-12 17:42:00,1
2019-01-13 06:48:00,1
2019-01-13 09:18:00,1
2019-01-13 10:23:00,1
2019-01-13 13:02:00,1
2019-01-13 17:31:00,1
2019-01-13 23:40:00,4
2019-01-13 23:41:00,2
2019-01-14 20:26:00,1
2019-01-14 21:15:00,1
2019-01-14 21:43:00,1
2019-01-14 22:54:00,1
2019-01-15 06:46:00,1
2019-01-15 16:11:00,3
2019-01-15 19:19:00,1
2019-01-15 19:20:00,1
2019-01-16 08:44:00,2
2019-01-16 08:45:00,1
2019-01-16 11:09:00,1
2019-01-16 14:47:00,1
2019-01-16 17:45:00,1
2019-01-17 22:39:00,1
2019-01-18 06:48:00,1
2019-01-18 19:58:00,1
2019-01-20 01:10:00,1
2019-01-20 19:19:00,1
2019-01-20 22:02:00,1
2019-01-21 05:14:00,1
2019-01-21 07:34:00,1
2019-01-21 08:10:00,2
2019-01-21 08:11:00,2
2019-01-21 08:14:00,1
2019-01-21 23:42:00,1
2019-01-22 00:32:00,1
2019-01-22 09:07:00,1
2019-01-22 09:16:00,2
2019-01-22 19:29:00,1
2019-01-23 01:44:00,1
2019-01-23 05:46:00,1
2019-01-23 12:04:00,1
2019-01-24 06:49:00,1
2019-01-24 11:58:00,1
2019-01-24 15:40:00,1
2019-01-24 18:17:00,1
2019-01-24 19:36:00,1
2019-01-24 23:07:00,1
2019-01-25 02:53:00,1
2019-01-25 04:40:00,1
2019-01-25 05:11:00,1
2019-01-25 13:39:00,1
2019-01-25 13:59:00,1
2019-01-25 22:48:00,1
2019-01-26 09:21:00,1
2019-01-26 10:38:00,1
2019-01-26 12:32:00,1
2019-01-26 18:52:00,1
2019-01-27 06:49:00,1
2019-01-27 07:51:00,1
2019-01-27 10:29:00,1
2019-01-27 18:47:00,1
2019-01-28 00:01:00,2
2019-01-28 13:23:00,1
2019-01-29 09:17:00,1
2019-01-29 18:21:00,1
2019-01-29 22:13:00,1
2019-01-30 00:07:00,1
2019-01-31 00:54:00,1
2019-01-31 02:00:00,1
2019-01-31 06:21:00,1
2019-01-31 15:34:00,1
2019-01-31 16:14:00,1
2019-02-01 00:44:00,1
2019-02-01 07:52:00,1
2019-02-01 07:53:00,2
2019-02-01 20:07:00,1
2019-02-02 03:16:00,1
2019-02-03 06:46:00,1
2019-02-04 11:30:00,1
2019-02-05 16:07:00,1
2019-02-05 16:09:00,2
2019-02-05 16:16:00,1
2019-02-05 19:28:00,1
2019-02-05 20:30:00,1
2019-02-06 00:54:00,1
2019-02-06 02:41:00,1
2019-02-06 04:16:00,1
2019-02-06 05:43:00,1
2019-02-06 06:26:00,1
2019-02-06 07:51:00,1
2019-02-06 10:55:00,1
2019-02-06 12:54:00,1
2019-02-06 13:30:00,1
2019-02-06 14:02:00,1
2019-02-06 16:18:00,1
2019-02-06 16:24:00,1
2019-02-06 16:25:00,1
2019-02-06 19:09:00,1
2019-02-07 01:45:00,1
2019-02-07 05:05:00,1
2019-02-07 07:57:00,1
2019-02-07 09:30:00,1
2019-02-07 09:58:00,1
2019-02-07 10:05:00,1
2019-02-07 13:06:00,1
2019-02-07 14:04:00,1
2019-02-07 15:12:00,1
2019-02-07 17:53:00,1
2019-02-07 19:09:00,1
2019-02-07 19:51:00,1
2019-02-07 21:12:00,1
2019-02-07 21:20:00,1
2019-02-08 00:28:00,1
2019-02-08 05:04:00,1
2019-02-08 07:02:00,2
2019-02-08 11:42:00,1
2019-02-08 12:42:00,1
2019-02-08 13:35:00,1
2019-02-08 15:16:00,1
2019-02-08 15:28:00,1
2019-02-08 19:57:00,1
2019-02-08 20:09:00,1
2019-02-09 02:59:00,1
2019-02-09 05:03:00,1
2019-02-09 07:54:00,1
2019-02-09 11:34:00,1
2019-02-09 11:51:00,1
2019-02-09 12:33:00,1
2019-02-09 13:52:00,1
2019-02-09 14:32:00,1
2019-02-09 15:19:00,1
2019-02-10 04:54:00,1
2019-02-11 18:08:00,1
2019-02-11 18:25:00,1
2019-02-11 19:05:00,1
2019-02-12 02:41:00,1
2019-02-12 03:07:00,1
2019-02-12 09:24:00,1
2019-02-12 12:15:00,1
2019-02-12 19:47:00,1
2019-02-12 23:19:00,1
2019-02-13 00:19:00,1
2019-02-13 06:17:00,1
2019-02-13 11:03:00,1
2019-02-13 20:28:00,1
2019-02-14 01:06:00,1
2019-02-14 05:19:00,1
2019-02-14 05:21:00,1
2019-02-14 05:23:00,1
2019-02-14 05:25:00,1
2019-02-14 05:29:00,1
