2765,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, IS# (fp.nfirstmatch, #) FROM (SELECT run, sum (primaryArea) AS runarea, #e6*avg (power (cast (#. as float) , #*sky_r) ) as avg_sky_muJy FROM Field GROUP BY run) AS fld LEFT OUTER JOIN (SELECT p.run, count (*) AS nfirstmatch FROM FIRST AS fm INNER JOIN photoprimary as p ON p.objid = fm.objid GROUP BY p.run) AS fp ON fld.run = fp.run ORDER BY fld.run"
2019-05-16 00:41:00,1
2019-05-17 04:05:00,1
2019-05-17 04:07:00,1
2019-05-17 04:10:00,1
2019-05-17 04:15:00,1
2019-05-17 04:33:00,1
2019-05-17 04:41:00,1
2019-05-17 04:42:00,2
2019-05-17 04:45:00,1
2019-05-17 04:48:00,1
2019-05-17 04:53:00,1
2019-05-17 04:59:00,1
2019-05-17 05:19:00,1
2019-05-18 20:34:00,1
2019-05-18 21:22:00,1
2019-05-18 22:00:00,1
2019-05-19 10:25:00,1
2019-05-19 10:27:00,1
2019-05-19 10:30:00,1
2019-05-19 10:35:00,1
2019-05-19 10:44:00,1
2019-05-19 11:01:00,1
2019-05-20 17:32:00,1
2019-05-20 17:34:00,1
2019-05-20 17:37:00,1
2019-05-20 17:42:00,1
2019-05-20 17:52:00,1
2019-05-20 18:09:00,1
2019-05-20 18:43:00,1
2019-05-20 18:45:00,1
2019-05-20 18:48:00,1
2019-05-20 18:53:00,1
2019-05-20 19:19:00,1
2019-05-20 19:48:00,1
2019-05-21 02:43:00,1
2019-05-21 02:45:00,1
2019-05-21 02:47:00,1
2019-05-21 02:48:00,1
2019-05-21 02:49:00,1
2019-05-21 02:52:00,1
2019-05-21 02:53:00,1
2019-05-21 02:57:00,1
2019-05-21 03:03:00,1
2019-05-21 03:06:00,1
2019-05-21 03:20:00,1
2019-05-21 03:24:00,1
2019-05-21 03:31:00,1
2019-05-21 03:33:00,1
2019-05-21 03:36:00,1
2019-05-21 04:38:00,1
2019-05-21 10:27:00,1
2019-05-21 10:32:00,1
2019-05-21 10:41:00,1
2019-05-21 10:59:00,1
2019-05-22 22:30:00,1
2019-05-23 06:35:00,1
2019-05-23 06:38:00,1
2019-05-23 06:43:00,1
2019-05-23 06:52:00,1
2019-05-23 07:09:00,1
2019-05-23 09:59:00,1
2019-05-23 10:19:00,1
2019-05-23 10:22:00,1
2019-05-23 10:24:00,2
2019-05-23 10:26:00,1
2019-05-23 10:28:00,1
2019-05-23 10:30:00,2
2019-05-23 10:33:00,1
2019-05-23 10:35:00,1
2019-05-23 10:38:00,1
2019-05-23 10:39:00,1
2019-05-23 10:41:00,1
2019-05-23 11:43:00,5
2019-05-23 11:46:00,1
2019-05-23 11:48:00,1
2019-05-23 12:33:00,1
2019-05-23 12:35:00,1
2019-05-23 12:38:00,1
2019-05-23 12:43:00,1
2019-05-23 12:52:00,1
2019-05-23 13:09:00,1
2019-05-23 13:32:00,1
2019-05-23 17:00:00,1
2019-05-24 02:13:00,1
2019-05-24 08:56:00,1
2019-05-24 13:30:00,1
2019-05-24 17:33:00,1
2019-05-24 19:13:00,1
2019-05-24 19:15:00,1
2019-05-24 19:18:00,1
2019-05-24 19:23:00,1
2019-05-24 19:32:00,1
2019-05-24 19:50:00,1
2019-05-24 20:06:00,1
2019-05-24 20:09:00,1
2019-05-24 20:14:00,1
2019-05-24 20:23:00,1
2019-05-24 20:29:00,1
2019-05-24 20:31:00,1
2019-05-24 20:34:00,1
2019-05-24 20:39:00,1
2019-05-24 20:40:00,1
2019-05-24 20:48:00,1
2019-05-25 02:38:00,1
2019-05-25 02:40:00,1
2019-05-25 02:43:00,1
2019-05-25 02:48:00,1
2019-05-25 02:57:00,1
2019-05-25 03:14:00,1
2019-05-28 20:49:00,1
2019-05-28 20:54:00,1
2019-05-28 21:03:00,1
2019-05-28 21:20:00,1
2019-05-29 04:07:00,1
2019-05-29 04:12:00,1
2019-05-29 04:21:00,1
2019-05-29 04:38:00,1
2019-05-29 12:11:00,1
2019-05-29 12:13:00,1
2019-05-29 12:16:00,1
2019-05-29 12:21:00,1
2019-05-29 12:30:00,1
2019-05-29 12:47:00,1
2019-05-30 02:52:00,1
2019-05-30 02:54:00,1
2019-05-30 03:11:00,1
2019-05-30 03:28:00,1
2019-05-30 16:13:00,1
2019-05-30 16:15:00,1
2019-05-30 16:18:00,1
2019-05-30 16:23:00,1
2019-05-30 16:32:00,1
2019-05-30 16:49:00,1
2019-05-30 21:20:00,1
2019-05-30 21:23:00,1
2019-05-30 21:28:00,1
2019-05-30 21:37:00,1
2019-05-30 21:54:00,1
2019-05-31 01:24:00,1
2019-05-31 01:26:00,1
2019-05-31 01:29:00,1
2019-05-31 01:34:00,1
2019-05-31 01:43:00,1
2019-05-31 02:00:00,1
2019-05-31 03:45:00,1
2019-05-31 05:05:00,2
2019-05-31 05:06:00,1
2019-05-31 05:08:00,1
2019-05-31 05:11:00,1
2019-05-31 22:00:00,1
2019-06-01 15:16:00,1
2019-06-02 00:36:00,1
2019-06-02 00:39:00,1
2019-06-02 00:41:00,1
2019-06-02 00:49:00,1
2019-06-02 02:19:00,1
2019-06-02 02:21:00,1
2019-06-02 23:26:00,1
2019-06-04 08:27:00,1
2019-06-04 08:32:00,1
2019-06-04 08:41:00,1
2019-06-04 08:58:00,1
2019-06-05 07:40:00,1
2019-06-05 08:06:00,1
2019-06-05 17:51:00,1
2019-06-05 17:53:00,1
2019-06-05 17:56:00,1
2019-06-05 18:11:00,1
2019-06-05 18:28:00,1
2019-06-06 07:35:00,1
2019-06-06 07:37:00,1
2019-06-06 07:40:00,1
2019-06-06 07:45:00,1
2019-06-06 07:54:00,1
2019-06-06 08:11:00,1
2019-06-07 14:25:00,1
2019-06-07 14:27:00,1
2019-06-07 14:30:00,1
2019-06-07 14:35:00,1
2019-06-07 14:45:00,1
2019-06-08 20:40:00,1
2019-06-08 20:43:00,1
2019-06-09 14:48:00,1
2019-06-09 21:07:00,1
2019-06-09 22:47:00,1
2019-06-09 22:50:00,1
2019-06-09 22:53:00,1
2019-06-10 00:50:00,1
2019-06-10 06:31:00,1
2019-06-10 06:35:00,1
2019-06-10 06:39:00,1
2019-06-10 21:21:00,1
2019-06-11 00:09:00,1
2019-06-11 00:11:00,1
2019-06-11 00:14:00,1
2019-06-11 00:19:00,1
2019-06-11 00:28:00,1
2019-06-11 00:45:00,1
2019-06-11 01:13:00,1
2019-06-11 01:15:00,1
2019-06-11 01:18:00,1
2019-06-11 01:23:00,1
2019-06-11 01:32:00,1
2019-06-11 01:49:00,1
2019-06-11 02:11:00,1
2019-06-11 02:13:00,1
2019-06-11 02:16:00,1
2019-06-11 02:21:00,1
2019-06-11 02:30:00,1
2019-06-11 02:47:00,1
2019-06-11 10:07:00,1
2019-06-11 10:09:00,1
2019-06-11 10:12:00,1
2019-06-11 15:08:00,1
2019-06-11 15:10:00,1
2019-06-11 15:13:00,1
2019-06-11 15:18:00,1
2019-06-11 15:27:00,1
2019-06-11 15:44:00,1
2019-06-11 16:51:00,1
2019-06-11 16:58:00,1
2019-06-11 20:22:00,1
2019-06-11 20:24:00,1
2019-06-11 20:27:00,1
2019-06-12 03:14:00,1
2019-06-12 03:17:00,1
2019-06-12 03:20:00,1
2019-06-12 13:16:00,1
2019-06-12 13:18:00,1
2019-06-12 13:21:00,1
2019-06-12 16:13:00,1
2019-06-13 06:58:00,1
2019-06-13 07:06:00,1
2019-06-13 15:41:00,1
2019-06-13 15:44:00,1
2019-06-13 15:46:00,1
2019-06-14 06:07:00,1
2019-06-14 06:10:00,1
2019-06-14 06:15:00,1
2019-06-14 06:24:00,1
2019-06-14 06:41:00,1
2019-06-14 23:09:00,1
2019-06-15 10:24:00,1
2019-06-15 10:30:00,1
2019-06-15 10:37:00,1
2019-06-15 11:45:00,1
2019-06-15 11:47:00,1
2019-06-15 11:50:00,1
2019-06-15 11:55:00,1
2019-06-15 12:21:00,1
2019-06-15 15:19:00,1
2019-06-15 15:24:00,1
2019-06-15 15:28:00,1
2019-06-15 15:33:00,1
2019-06-15 15:39:00,1
2019-06-15 16:45:00,1
2019-06-15 16:47:00,1
2019-06-15 16:50:00,1
2019-06-16 00:55:00,1
2019-06-16 00:58:00,1
2019-06-16 06:48:00,1
2019-06-16 13:12:00,1
2019-06-16 17:06:00,1
2019-06-16 17:11:00,1
2019-06-16 17:20:00,1
2019-06-16 17:37:00,1
2019-06-16 18:44:00,1
2019-06-16 18:50:00,1
2019-06-16 18:55:00,1
2019-06-16 18:57:00,1
2019-06-17 04:24:00,1
2019-06-17 04:27:00,1
2019-06-17 04:29:00,1
2019-06-17 06:59:00,1
2019-06-17 07:12:00,1
2019-06-17 12:38:00,1
2019-06-17 12:41:00,1
2019-06-17 12:43:00,1
2019-06-18 03:30:00,1
2019-06-18 03:37:00,1
2019-06-18 03:43:00,1
2019-06-18 05:07:00,1
2019-06-18 05:13:00,1
2019-06-18 05:19:00,1
2019-06-18 05:42:00,1
2019-06-18 06:38:00,1
2019-06-18 06:44:00,1
2019-06-18 06:51:00,1
2019-06-18 08:28:00,1
2019-06-18 08:34:00,1
2019-06-18 08:40:00,1
2019-06-18 10:40:00,1
2019-06-18 10:47:00,1
2019-06-18 10:53:00,1
2019-06-18 11:44:00,1
2019-06-18 12:37:00,1
2019-06-18 12:44:00,1
2019-06-18 12:50:00,1
2019-06-18 13:11:00,1
2019-06-18 22:23:00,1
2019-06-18 22:25:00,1
2019-06-18 22:28:00,1
2019-06-19 12:17:00,1
2019-06-19 12:20:00,1
2019-06-19 12:24:00,1
2019-06-19 12:29:00,1
2019-06-19 12:39:00,1
2019-06-19 12:56:00,1
2019-06-19 18:06:00,1
2019-06-19 18:09:00,1
2019-06-19 18:11:00,1
2019-06-20 00:10:00,1
2019-06-20 03:53:00,1
2019-06-20 09:23:00,1
2019-06-20 20:26:00,1
2019-06-20 20:28:00,1
2019-06-20 20:31:00,1
2019-06-20 23:50:00,1
2019-06-20 23:56:00,1
2019-06-21 00:50:00,1
2019-06-21 00:55:00,1
2019-06-21 01:08:00,1
2019-06-21 01:47:00,1
2019-06-21 01:53:00,1
2019-06-21 01:59:00,1
2019-06-21 10:44:00,1
2019-06-21 10:51:00,1
2019-06-21 10:57:00,1
2019-06-22 06:23:00,1
2019-06-22 06:26:00,1
2019-06-22 06:31:00,1
2019-06-22 06:34:00,1
2019-06-22 06:37:00,1
2019-06-22 06:41:00,1
2019-06-23 05:03:00,1
2019-06-23 05:06:00,1
2019-06-23 05:08:00,1
2019-06-23 12:28:00,1
2019-06-23 12:34:00,1
2019-06-23 16:06:00,1
2019-06-23 16:11:00,1
2019-06-23 16:20:00,1
2019-06-23 16:38:00,1
2019-06-23 17:14:00,1
2019-06-23 17:16:00,1
2019-06-23 17:19:00,1
2019-06-23 17:24:00,1
2019-06-23 17:33:00,1
2019-06-23 17:50:00,1
2019-06-24 08:54:00,1
2019-06-24 12:08:00,1
2019-06-24 12:14:00,1
2019-06-24 12:23:00,1
2019-06-24 12:40:00,1
2019-06-24 15:29:00,1
2019-06-24 15:32:00,1
2019-06-24 15:34:00,1
2019-06-25 09:06:00,1
2019-06-25 09:09:00,1
2019-06-25 09:14:00,1
2019-06-25 09:23:00,1
2019-06-25 09:40:00,1
2019-06-25 10:58:00,1
2019-06-25 12:31:00,1
2019-06-25 16:30:00,1
2019-06-25 16:41:00,1
2019-06-26 09:16:00,1
2019-06-26 15:35:00,1
2019-06-27 02:05:00,1
2019-06-27 02:08:00,1
2019-06-27 02:14:00,1
2019-06-27 02:23:00,1
2019-06-27 02:40:00,1
2019-06-27 03:06:00,1
2019-06-27 08:36:00,1
2019-06-27 20:18:00,1
2019-06-27 20:19:00,1
2019-06-28 03:48:00,1
2019-06-28 03:50:00,1
2019-06-28 03:53:00,1
2019-06-28 03:58:00,1
2019-06-28 04:07:00,1
2019-06-28 04:26:00,1
2019-06-28 06:25:00,1
2019-06-28 06:28:00,1
2019-06-28 12:19:00,1
2019-06-28 12:24:00,1
2019-06-28 12:26:00,1
2019-06-28 12:28:00,1
2019-06-28 12:31:00,1
2019-06-28 12:36:00,1
2019-06-28 12:45:00,1
2019-06-28 13:02:00,1
2019-06-29 05:34:00,1
2019-06-29 12:43:00,1
2019-06-29 14:29:00,1
2019-06-29 14:31:00,1
2019-06-29 14:34:00,1
2019-06-29 14:39:00,1
2019-06-29 14:48:00,1
2019-06-30 18:40:00,1
2019-06-30 21:37:00,1
2019-06-30 21:44:00,1
2019-06-30 21:50:00,1
2019-07-01 08:12:00,1
2019-07-01 08:15:00,1
2019-07-01 08:20:00,1
2019-07-01 08:29:00,1
2019-07-01 08:46:00,1
2019-07-01 14:07:00,1
2019-07-01 21:25:00,1
2019-07-02 15:15:00,1
2019-07-02 15:16:00,1
2019-07-02 18:06:00,1
2019-07-02 18:08:00,1
2019-07-02 18:11:00,1
2019-07-02 18:16:00,1
2019-07-02 18:43:00,1
2019-07-02 19:42:00,1
2019-07-03 09:20:00,1
2019-07-03 09:22:00,1
2019-07-03 09:26:00,1
2019-07-03 09:31:00,1
2019-07-03 09:40:00,1
2019-07-03 09:57:00,1
2019-07-03 14:21:00,1
2019-07-03 22:15:00,1
2019-07-05 09:10:00,1
2019-07-05 10:44:00,1
2019-07-05 19:06:00,1
2019-07-05 19:12:00,1
2019-07-05 19:18:00,1
2019-07-06 02:55:00,1
2019-07-06 08:32:00,1
2019-07-06 08:39:00,1
2019-07-06 23:47:00,1
2019-07-06 23:49:00,1
2019-07-06 23:52:00,1
2019-07-06 23:58:00,1
2019-07-07 00:07:00,1
2019-07-07 00:24:00,1
2019-07-07 10:43:00,1
2019-07-07 10:46:00,1
2019-07-07 10:51:00,1
2019-07-07 11:00:00,1
2019-07-07 11:17:00,1
2019-07-07 17:55:00,1
2019-07-07 19:33:00,1
2019-07-08 04:54:00,1
2019-07-08 04:56:00,1
2019-07-08 05:13:00,1
2019-07-08 05:30:00,1
2019-07-08 13:06:00,1
2019-07-08 13:09:00,1
2019-07-08 13:14:00,1
2019-07-08 13:23:00,1
2019-07-08 13:40:00,1
2019-07-08 17:07:00,1
2019-07-08 17:09:00,1
2019-07-08 17:12:00,1
2019-07-08 17:17:00,1
2019-07-08 17:26:00,1
2019-07-08 17:43:00,1
2019-07-08 23:57:00,1
2019-07-09 14:42:00,1
2019-07-10 16:49:00,1
2019-07-10 18:46:00,1
2019-07-10 18:51:00,1
2019-07-11 18:12:00,1
2019-07-12 01:41:00,1
2019-07-12 01:44:00,1
2019-07-12 01:46:00,1
2019-07-12 02:46:00,1
2019-07-12 02:48:00,1
2019-07-12 02:51:00,1
2019-07-12 02:56:00,1
2019-07-12 03:22:00,1
2019-07-12 06:24:00,1
2019-07-12 10:14:00,1
2019-07-12 10:24:00,1
2019-07-12 10:33:00,1
2019-07-12 10:50:00,1
2019-07-12 15:34:00,1
2019-07-12 15:37:00,1
2019-07-12 15:39:00,1
2019-07-12 19:12:00,1
2019-07-12 19:47:00,1
2019-07-12 21:11:00,1
2019-07-12 21:13:00,1
2019-07-12 21:16:00,1
2019-07-12 21:21:00,1
2019-07-12 21:30:00,1
2019-07-12 21:47:00,1
2019-07-13 04:19:00,1
2019-07-13 04:21:00,1
2019-07-13 04:29:00,1
2019-07-13 04:38:00,1
2019-07-13 04:55:00,1
2019-07-13 18:22:00,1
2019-07-13 21:46:00,1
2019-07-13 21:49:00,1
2019-07-13 21:51:00,1
2019-07-13 23:37:00,1
2019-07-13 23:50:00,1
2019-07-14 01:33:00,1
2019-07-14 01:35:00,1
2019-07-14 01:38:00,1
2019-07-14 01:43:00,1
2019-07-14 01:52:00,1
2019-07-14 02:09:00,1
2019-07-14 07:51:00,1
2019-07-14 07:54:00,1
2019-07-14 07:59:00,1
2019-07-14 08:08:00,1
2019-07-14 08:16:00,1
2019-07-14 08:25:00,1
2019-07-14 08:26:00,1
2019-07-14 14:08:00,1
2019-07-14 14:10:00,1
2019-07-14 14:13:00,1
2019-07-14 17:37:00,1
2019-07-14 17:39:00,1
2019-07-14 17:42:00,1
2019-07-14 17:47:00,1
2019-07-14 17:56:00,1
2019-07-14 18:13:00,1
2019-07-14 21:39:00,1
2019-07-14 21:41:00,1
2019-07-14 21:44:00,1
2019-07-14 21:57:00,1
2019-07-15 00:32:00,1
2019-07-15 02:06:00,1
2019-07-15 23:13:00,1
2019-07-15 23:16:00,1
2019-07-15 23:18:00,1
2019-07-16 13:38:00,1
2019-07-16 13:41:00,1
2019-07-16 13:43:00,1
2019-07-16 17:19:00,1
2019-07-16 17:22:00,1
2019-07-16 17:25:00,1
2019-07-17 08:43:00,1
2019-07-17 08:46:00,1
2019-07-17 08:48:00,1
2019-07-17 09:12:00,1
2019-07-17 09:14:00,1
2019-07-17 09:16:00,1
2019-07-17 09:18:00,1
2019-07-17 09:20:00,1
2019-07-17 10:09:00,1
2019-07-17 10:11:00,1
2019-07-18 04:07:00,1
2019-07-18 07:05:00,1
2019-07-18 09:52:00,1
2019-07-18 09:55:00,1
2019-07-18 10:00:00,1
2019-07-18 10:09:00,1
2019-07-18 10:26:00,1
2019-07-18 23:55:00,1
2019-07-19 03:05:00,1
2019-07-19 04:43:00,1
2019-07-19 04:45:00,1
2019-07-19 04:48:00,1
2019-07-19 11:44:00,1
2019-07-19 11:46:00,1
2019-07-19 11:49:00,1
2019-07-19 20:38:00,1
2019-07-19 20:41:00,1
2019-07-19 20:43:00,1
2019-07-19 22:25:00,1
2019-07-19 22:30:00,1
2019-07-19 22:39:00,1
2019-07-19 22:56:00,1
2019-07-20 00:07:00,1
2019-07-20 00:12:00,1
2019-07-20 00:20:00,1
2019-07-20 00:21:00,1
2019-07-20 00:38:00,1
2019-07-20 01:06:00,1
2019-07-20 01:08:00,1
2019-07-20 01:11:00,1
2019-07-20 03:57:00,1
2019-07-20 04:07:00,1
2019-07-20 04:17:00,1
2019-07-20 04:25:00,1
2019-07-20 04:34:00,1
2019-07-20 05:28:00,1
2019-07-20 15:11:00,1
2019-07-20 15:14:00,1
2019-07-20 15:16:00,1
2019-07-21 06:53:00,1
2019-07-21 07:11:00,1
2019-07-21 07:14:00,1
2019-07-21 07:16:00,1
2019-07-21 11:48:00,1
2019-07-21 11:50:00,1
2019-07-21 11:53:00,1
2019-07-21 13:06:00,1
2019-07-21 13:08:00,1
2019-07-21 13:11:00,1
2019-07-21 18:14:00,1
2019-07-21 18:16:00,1
2019-07-21 18:20:00,1
2019-07-21 18:25:00,1
2019-07-21 18:34:00,1
2019-07-21 18:51:00,1
2019-07-22 00:54:00,1
2019-07-22 00:56:00,1
2019-07-22 00:59:00,1
2019-07-22 02:27:00,1
2019-07-22 02:30:00,1
2019-07-22 02:32:00,1
2019-07-22 05:29:00,1
2019-07-22 07:06:00,1
2019-07-22 11:36:00,1
2019-07-22 11:39:00,1
2019-07-22 11:41:00,1
2019-07-23 02:09:00,1
2019-07-23 02:12:00,1
2019-07-23 02:14:00,1
2019-07-23 13:17:00,1
2019-07-23 13:19:00,1
2019-07-23 13:22:00,1
2019-07-23 15:57:00,1
2019-07-24 02:08:00,1
2019-07-24 03:22:00,1
2019-07-24 03:25:00,1
2019-07-24 03:27:00,1
2019-07-24 06:06:00,1
2019-07-24 06:09:00,1
2019-07-24 06:11:00,1
2019-07-24 08:47:00,1
2019-07-24 10:52:00,1
2019-07-24 10:55:00,1
2019-07-25 00:37:00,1
2019-07-25 00:40:00,1
2019-07-25 00:42:00,1
2019-07-25 00:44:00,1
2019-07-25 00:55:00,1
2019-07-25 05:10:00,1
2019-07-25 06:14:00,1
2019-07-25 06:16:00,1
2019-07-25 06:19:00,1
2019-07-25 09:31:00,1
2019-07-25 09:34:00,1
2019-07-25 09:36:00,1
2019-07-25 20:45:00,1
2019-07-25 20:48:00,1
2019-07-25 20:50:00,1
2019-07-25 22:06:00,1
2019-07-25 22:09:00,1
2019-07-25 22:11:00,1
2019-07-25 23:05:00,1
2019-07-26 09:25:00,1
2019-07-26 10:25:00,1
2019-07-26 10:27:00,1
2019-07-26 10:30:00,1
2019-07-26 11:18:00,1
2019-07-26 11:21:00,1
2019-07-26 11:23:00,1
2019-07-27 01:28:00,1
2019-07-27 01:31:00,1
2019-07-27 01:33:00,1
2019-07-27 03:30:00,1
2019-07-27 03:33:00,1
2019-07-27 03:35:00,1
2019-07-27 06:36:00,1
2019-07-27 06:39:00,1
2019-07-27 06:41:00,1
2019-07-27 10:42:00,1
2019-07-27 15:09:00,1
2019-07-27 19:28:00,1
2019-07-27 19:31:00,1
2019-07-27 19:33:00,1
2019-07-28 00:14:00,1
2019-07-28 00:17:00,1
2019-07-28 00:19:00,1
2019-07-28 08:09:00,1
2019-07-28 08:18:00,1
2019-07-28 08:35:00,1
2019-07-28 12:21:00,1
2019-07-28 20:13:00,1
2019-07-28 20:30:00,1
2019-07-28 21:55:00,1
2019-07-28 22:58:00,1
2019-07-29 08:16:00,1
2019-07-29 11:53:00,1
2019-07-29 11:56:00,1
2019-07-29 11:58:00,1
2019-07-29 13:10:00,1
2019-07-29 13:12:00,1
2019-07-29 13:15:00,1
2019-07-29 14:02:00,1
2019-07-30 02:15:00,1
2019-07-30 05:02:00,1
2019-07-30 06:31:00,1
2019-07-30 09:12:00,1
2019-07-30 09:14:00,1
2019-07-30 09:17:00,2
2019-07-30 09:37:00,1
2019-07-30 12:27:00,1
2019-07-30 17:55:00,1
2019-07-30 20:20:00,1
2019-07-30 20:22:00,1
2019-07-30 20:25:00,1
2019-07-31 14:37:00,1
2019-08-01 16:17:00,1
2019-08-02 06:08:00,1
2019-08-03 04:59:00,1
2019-08-04 20:17:00,1
2019-08-04 20:23:00,1
2019-08-04 20:30:00,1
2019-08-04 21:10:00,1
2019-08-04 21:19:00,1
2019-08-04 21:21:00,1
2019-08-04 21:23:00,1
2019-08-04 21:26:00,1
2019-08-04 21:31:00,1
2019-08-04 21:36:00,1
2019-08-04 21:40:00,1
2019-08-04 21:58:00,1
2019-08-05 03:30:00,1
2019-08-05 03:41:00,1
2019-08-05 03:50:00,1
2019-08-05 04:07:00,1
2019-08-05 14:27:00,1
2019-08-05 14:37:00,1
2019-08-05 14:46:00,1
2019-08-05 20:35:00,1
2019-08-05 20:45:00,1
2019-08-05 20:54:00,1
2019-08-05 21:11:00,1
2019-08-06 02:37:00,1
2019-08-08 18:54:00,1
2019-08-08 19:11:00,1
2019-08-09 14:53:00,1
2019-08-09 17:49:00,1
2019-08-10 23:52:00,1
2019-08-10 23:54:00,1
2019-08-10 23:57:00,1
2019-08-11 00:11:00,1
2019-08-11 00:28:00,1
2019-08-12 15:10:00,1
2019-08-12 15:19:00,1
2019-08-12 15:36:00,1
2019-08-12 16:17:00,1
2019-08-12 16:19:00,1
2019-08-12 16:22:00,1
2019-08-12 16:27:00,1
2019-08-12 16:36:00,1
2019-08-13 15:10:00,1
2019-08-13 15:19:00,1
2019-08-13 15:36:00,1
2019-08-13 19:00:00,1
2019-08-13 19:02:00,1
2019-08-14 22:46:00,1
2019-08-16 09:27:00,1
2019-08-16 12:53:00,1
2019-08-16 12:58:00,1
2019-08-16 13:07:00,1
2019-08-16 13:25:00,1
2019-08-16 17:12:00,1
2019-08-16 23:36:00,1
2019-08-17 09:13:00,1
2019-08-18 11:08:00,1
2019-08-20 23:04:00,1
2019-08-22 07:38:00,1
2019-08-22 19:44:00,1
2019-08-22 21:05:00,1
2019-08-23 01:41:00,1
2019-08-23 07:58:00,1
2019-08-23 14:26:00,1
2019-08-24 04:01:00,1
2019-08-25 03:39:00,1
2019-08-25 06:58:00,1
2019-08-26 00:43:00,1
2019-08-26 00:50:00,1
2019-08-26 00:56:00,1
2019-08-26 09:35:00,1
2019-08-27 10:55:00,1
2019-08-27 22:09:00,1
2019-08-27 22:14:00,1
2019-08-27 22:24:00,1
2019-08-27 22:41:00,1
2019-08-27 23:29:00,1
2019-08-27 23:31:00,1
2019-08-27 23:34:00,1
2019-08-27 23:39:00,1
2019-08-27 23:48:00,1
2019-08-30 04:37:00,1
2019-08-30 04:39:00,1
2019-08-30 04:47:00,1
2019-08-30 04:56:00,1
2019-08-30 05:13:00,1
2019-08-31 08:40:00,1
2019-08-31 13:16:00,1
2019-08-31 13:18:00,1
2019-08-31 13:21:00,1
2019-08-31 13:26:00,1
2019-08-31 13:35:00,1
2019-08-31 13:52:00,1
2019-08-31 16:00:00,1
2019-08-31 16:02:00,1
2019-08-31 17:19:00,1
2019-08-31 17:28:00,1
2019-08-31 17:45:00,1
2019-09-01 04:37:00,1
2019-09-01 04:39:00,1
2019-09-01 04:42:00,1
2019-09-01 04:47:00,1
2019-09-01 04:56:00,1
2019-09-01 05:13:00,1
2019-09-01 07:08:00,1
2019-09-01 07:10:00,1
2019-09-01 07:13:00,1
2019-09-01 07:18:00,1
2019-09-01 07:27:00,1
2019-09-01 07:44:00,1
2019-09-01 08:07:00,1
2019-09-01 08:12:00,1
2019-09-01 08:21:00,1
2019-09-01 08:39:00,1
2019-09-01 14:12:00,1
2019-09-01 16:22:00,1
2019-09-01 16:25:00,1
2019-09-01 16:30:00,1
2019-09-01 16:39:00,1
2019-09-01 16:57:00,1
2019-09-02 09:24:00,1
2019-09-02 09:27:00,1
2019-09-02 09:30:00,1
2019-09-02 09:35:00,1
2019-09-02 09:44:00,1
2019-09-02 10:01:00,1
2019-09-02 13:13:00,1
2019-09-02 13:15:00,1
2019-09-02 13:18:00,1
2019-09-02 17:44:00,1
2019-09-02 17:53:00,1
2019-09-02 18:10:00,1
2019-09-03 15:58:00,1
2019-09-03 16:04:00,1
2019-09-03 16:13:00,1
2019-09-03 16:30:00,1
2019-09-05 22:32:00,1
2019-09-05 23:11:00,1
2019-09-05 23:13:00,1
2019-09-05 23:16:00,1
2019-09-05 23:21:00,1
2019-09-05 23:30:00,1
2019-09-05 23:48:00,1
2019-09-06 06:28:00,1
2019-09-06 07:21:00,1
2019-09-06 13:49:00,1
2019-09-06 19:14:00,1
2019-09-06 21:31:00,1
2019-09-06 21:57:00,1
2019-09-07 10:34:00,1
2019-09-07 14:40:00,1
2019-09-07 14:45:00,1
2019-09-07 16:57:00,1
2019-09-07 17:07:00,1
2019-09-07 17:16:00,1
2019-09-07 17:34:00,1
2019-09-07 17:57:00,1
2019-09-07 18:07:00,1
2019-09-07 18:16:00,1
2019-09-07 18:33:00,1
2019-09-08 06:32:00,1
2019-09-08 06:38:00,1
2019-09-08 06:47:00,1
2019-09-08 07:04:00,1
2019-09-08 09:41:00,1
2019-09-08 09:43:00,1
2019-09-08 09:46:00,1
2019-09-08 09:51:00,1
2019-09-08 10:00:00,1
2019-09-08 10:17:00,1
2019-09-08 15:13:00,1
2019-09-08 15:15:00,1
2019-09-08 15:18:00,1
2019-09-08 15:23:00,1
2019-09-08 15:32:00,1
2019-09-08 15:49:00,1
2019-09-10 07:22:00,1
2019-09-10 07:24:00,1
2019-09-10 07:27:00,1
2019-09-10 07:32:00,1
2019-09-10 07:41:00,1
2019-09-10 07:58:00,1
2019-09-11 12:22:00,1
2019-09-11 12:27:00,1
2019-09-11 12:36:00,1
2019-09-11 12:53:00,1
2019-09-11 22:25:00,1
2019-09-12 06:49:00,1
2019-09-12 07:08:00,1
2019-09-12 07:25:00,1
2019-09-12 08:27:00,1
2019-09-12 08:38:00,1
2019-09-12 08:47:00,1
2019-09-13 00:33:00,1
2019-09-14 05:29:00,1
2019-09-14 05:31:00,1
2019-09-14 05:34:00,1
2019-09-14 17:54:00,1
2019-09-14 23:58:00,1
2019-09-15 06:59:00,1
2019-09-15 08:02:00,1
2019-09-16 12:56:00,1
2019-09-16 13:06:00,1
2019-09-16 13:15:00,1
2019-09-16 13:32:00,1
2019-09-17 02:24:00,1
2019-09-17 02:34:00,1
2019-09-17 02:43:00,1
2019-09-17 10:21:00,1
