3,"select top # rv_teff, wash_ddo5#_giant_flag, reduction_id from specObj, apogeeObject, apogeeStar where class = # AND rv_teff BETWEEN # AND #"
2019-06-12 04:53:00,1
2019-06-12 04:54:00,2
