2,"SELECT into mydb.Akbar_#_# s.objID, s.ra, s.dec, s.z, s.specclass FROM SpecPhotoAll s WHERE s.ra BETWEEN #. AND #. AND s.dec BETWEEN #. AND #. AND s.z BETWEEN # AND #"
2019-04-14 09:56:00,1
2019-04-14 09:57:00,1
