80,"SELECT TOP # p.objid, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.r between # AND #"
2019-02-04 19:42:00,1
2019-02-08 05:27:00,1
2019-02-12 21:44:00,1
2019-02-16 06:03:00,1
2019-02-16 06:04:00,1
2019-02-16 06:05:00,1
2019-02-16 06:06:00,1
2019-02-24 19:09:00,1
2019-02-24 19:10:00,2
2019-02-24 19:11:00,1
2019-02-24 19:12:00,1
2019-02-24 19:13:00,1
2019-02-24 19:14:00,1
2019-03-26 05:50:00,1
2019-03-26 05:52:00,1
2019-03-26 05:54:00,1
2019-03-26 05:55:00,1
2019-04-09 20:34:00,1
2019-04-15 13:58:00,1
2019-04-19 16:01:00,1
2019-04-19 16:02:00,1
2019-04-19 16:14:00,2
2019-04-22 16:07:00,1
2019-04-22 16:10:00,1
2019-05-24 22:30:00,1
2019-05-29 10:31:00,1
2019-05-29 10:35:00,1
2019-07-11 20:35:00,1
2019-07-12 21:24:00,1
2019-07-16 14:08:00,1
2019-07-16 14:09:00,2
2019-07-16 14:10:00,3
2019-07-17 13:18:00,1
2019-07-17 13:19:00,1
2019-07-17 13:22:00,1
2019-07-17 15:27:00,1
2019-07-17 15:28:00,3
2019-07-18 07:38:00,1
2019-07-18 07:39:00,1
2019-07-18 07:56:00,2
2019-07-18 08:03:00,1
2019-07-18 08:15:00,1
2019-07-18 08:17:00,1
2019-07-19 10:50:00,1
2019-07-19 10:56:00,1
2019-07-19 10:58:00,2
2019-07-19 10:59:00,1
2019-07-19 11:00:00,2
2019-07-19 11:01:00,3
2019-07-19 11:02:00,1
2019-07-23 13:49:00,1
2019-08-22 20:19:00,1
2019-09-26 13:12:00,2
2019-09-26 13:20:00,1
2019-09-27 13:16:00,1
2019-09-27 13:17:00,2
2019-10-07 13:13:00,1
2019-10-07 13:14:00,1
2019-10-07 13:21:00,1
2019-10-07 13:22:00,1
2019-10-26 19:57:00,1
2019-11-18 11:14:00,1
2019-11-18 11:16:00,2
2019-11-18 11:17:00,1
2019-12-08 08:07:00,1
