11,"SELECT TOP # objID, field, ra, dec FROM PhotoPrimary WHERE ra > #. and ra < # and dec > #. and dec < #"
2019-02-13 16:18:00,1
2019-02-13 16:21:00,1
2019-02-28 15:13:00,1
2019-03-26 17:28:00,1
2019-05-07 18:04:00,1
2019-05-27 03:42:00,2
2019-07-08 03:51:00,1
2019-07-08 03:53:00,1
2019-09-04 09:20:00,2
