13,select top # * from [Rosat]
2019-03-04 08:47:00,1
2019-03-06 12:10:00,1
2019-03-06 13:00:00,1
2019-03-17 16:45:00,1
2019-03-17 16:56:00,1
2019-03-17 17:14:00,1
2019-03-17 17:19:00,1
2019-03-18 17:11:00,1
2019-03-18 17:12:00,1
2019-03-20 14:58:00,1
2019-03-28 06:43:00,2
2019-03-28 06:53:00,1
