2,"SELECT TOP # p.g FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = # OR p.type = #)"
2019-05-03 00:57:00,1
2019-12-20 16:38:00,1
