4,"SELECT p.objid, p.ra, p.dec into mydb.MyTable from PhotoObj AS p, MyDB.bobTable as t, dbo.fGetNearbyObjEq (t.RA, t.Dec, #) as N WHERE n.objID = p.objID AND p.type = star#"
2019-12-28 11:35:00,1
2019-12-28 12:10:00,1
2019-12-28 12:58:00,1
2019-12-28 14:01:00,1
