19,select count (z) as TotalInBand from specobj where
2019-04-09 19:35:00,1
2019-04-09 19:41:00,1
2019-04-09 19:43:00,1
2019-04-09 19:49:00,2
2019-04-09 19:50:00,1
2019-04-09 19:52:00,1
2019-04-09 19:54:00,1
2019-04-09 19:56:00,1
2019-04-09 19:57:00,1
2019-04-09 19:58:00,1
2019-04-09 20:05:00,1
2019-04-09 20:07:00,1
2019-04-09 20:09:00,2
2019-04-09 20:10:00,1
2019-04-09 20:14:00,1
2019-04-09 20:16:00,1
2019-04-09 20:17:00,1
