6,"SELECT TOP # specObjID, survey, z FROM SpecObj WHERE class = # AND zWarning = # AND z BETWEEN # and # AND (survey = # OR survey = #) AND htmid*# & # < (# * #)"
2019-04-23 21:28:00,2
2019-04-24 19:10:00,1
2019-04-24 20:02:00,2
2019-05-10 14:01:00,1
