3,"SELECT t.objID, t.ra, t.dec, t.g, t.type INTO mydb.A7#_fobs FROM dbo.PhotoObjAll as t where SQRT (POWER (( (#-t.ra) *cos ((t.dec) * (#/#) )) , #) + (POWER ((#-t.dec) , #) )) < .# and t.g > # and t.g < # and t.type = #"
2019-12-23 11:45:00,1
2019-12-23 11:46:00,1
2019-12-23 11:48:00,1
