22,SELECT * into mydb.MyTable from SpecLineAll as G_SpecLine
2019-11-10 16:52:00,2
2019-11-11 09:21:00,1
2019-11-11 09:22:00,1
2019-11-11 09:25:00,1
2019-11-11 09:26:00,2
2019-11-11 09:33:00,1
2019-11-15 00:49:00,1
2019-11-15 00:51:00,1
2019-11-15 01:00:00,1
2019-11-15 01:05:00,1
2019-11-15 01:06:00,2
2019-11-15 01:18:00,1
2019-11-15 01:20:00,1
2019-11-15 09:52:00,2
2019-11-18 00:09:00,1
2019-11-18 00:13:00,2
2019-11-21 14:18:00,1
