2,"SELECT up_id, dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) as objId FROM #upload WHERE dbo.fGetNearestObjIdEq (up_ra, up_dec, up_sep) IS NOT # SELECT TOP # p.ra, p.dec, p.run, p.rerun, p.camCol, p.field, p.obj, cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec, p.r, p.psfMag_g, p.psfMag_i, p.psfMag_r, p.psfMag_u, p.psfMag_z, p.psfMagErr_g, p.psfMagErr_i, p.psfMagErr_r, p.psfMagErr_u, p.psfMagErr_z, p.score as score FROM ..PhotoObj AS p JOIN #x AS x ON x.objID = p.objID JOIN #upload AS u ON u.up_id = x.up_id WHERE (p.type = # OR p.type = #) ORDER BY x.up_id"
2019-02-19 00:47:00,1
2019-02-19 00:48:00,1
