9,"select ra, dec, top #"
2019-01-07 18:08:00,1
2019-02-13 15:29:00,1
2019-02-13 15:31:00,1
2019-02-19 21:15:00,1
2019-02-21 00:42:00,1
2019-06-12 01:23:00,2
2019-07-26 18:19:00,1
2019-10-06 18:44:00,1
