7,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class, s.velDisp, s.velDispErr, p.run, p.rerun, p.camCol, p.field, p.obj, cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec, p.r, p.deVMag_g, p.deVMag_r, p.deVRad_r, p.fracDeV_r FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND s.z < # AND (p.type = # OR p.type = #)"
2019-04-03 22:34:00,2
2019-04-03 22:35:00,1
2019-04-03 22:36:00,1
2019-04-03 22:37:00,1
2019-04-03 22:38:00,2
