5,"select p.objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field from phototag p where ra > # and ra < # and dec > # and dec < #"
2019-08-10 11:21:00,2
2019-08-10 11:26:00,1
2019-08-10 12:01:00,1
2019-08-10 12:03:00,1
