3,"select top # sp.ra, sp.dec, sp.z, sp.objid, sp.type, sp.clean, sp.probpsf from photoprimary as sp where sp.objid = #"
2019-02-25 19:00:00,1
2019-02-27 17:11:00,1
2019-03-04 12:11:00,1
