3,"SELECT count (*) FROM MyDB.new_coords1 as mydata CROSS APPLY dbo.fGetNearestObjAllEq (mydata.ra, mydata.dec, #)"
2019-04-16 12:19:00,1
2019-04-16 12:22:00,1
2019-04-16 12:23:00,1
