26,select * from PhotoZ where objId =
2019-01-19 23:03:00,1
2019-02-25 19:02:00,1
2019-02-25 19:23:00,1
2019-02-25 19:25:00,1
2019-02-25 19:28:00,1
2019-03-21 00:54:00,1
2019-03-21 23:46:00,1
2019-03-28 14:20:00,1
2019-04-26 17:09:00,1
2019-04-30 19:24:00,3
2019-07-18 23:32:00,1
2019-08-23 19:46:00,1
2019-08-26 19:48:00,1
2019-09-08 03:19:00,1
2019-09-14 13:05:00,1
2019-10-06 14:56:00,1
2019-10-06 15:04:00,2
2019-10-20 08:45:00,1
2019-11-24 06:59:00,1
2019-11-28 19:49:00,1
2019-12-07 14:55:00,1
2019-12-14 20:28:00,1
2019-12-16 16:28:00,1
