13,"SELECT top # specobjid, z from specobj WHERE class = # AND zWarning = # AND z BETWEEN # and # order by newid ()"
2019-03-27 10:18:00,2
2019-03-27 10:22:00,1
2019-03-27 10:23:00,1
2019-03-27 10:26:00,1
2019-03-27 10:27:00,1
2019-03-27 10:28:00,2
2019-03-27 10:31:00,2
2019-03-27 10:33:00,2
2019-03-27 10:34:00,1
