5,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from star p where p.u > # and p.g > # and p.r > # and p.i > # and p.z > #"
2019-03-07 14:15:00,1
2019-06-24 18:47:00,1
2019-06-24 18:59:00,1
2019-06-24 19:00:00,1
2019-06-25 15:35:00,1
