8,"select floor ((p.petroMag_r - # - # * log1# (dbo.fCosmoDl (s.z) ) - p.extinction_r) *#) /#, count (*) from SpecObj s inner join PhotoObj p on s.bestObjID = p.ObjID where s.z > # and s.z < # and p.petroMag_r - # - # * log1# (dbo.fCosmoDl (s.z) ) - p.extinction_r > # group by floor ((p.petroMag_r - # - # * log1# (dbo.fCosmoDl (s.z) ) - p.extinction_r) *#) order by #"
2019-01-31 07:24:00,1
2019-01-31 08:39:00,2
2019-01-31 08:52:00,2
2019-01-31 08:57:00,1
2019-01-31 09:21:00,1
2019-01-31 09:34:00,1
