6,"SELECT my.ra_s, my.dec_s, my.bmag, my.bvcolor, my.z_s, match.distance, u, g, r, i, z, dered_u, dered_g, dered_r, dered_z FROM MyDB.s2# as my CROSS APPLY dbo.fGetNearestObjEQ (my.ra_s, my.dec_s, #) as match JOIN PhotoPrimary as p on p.objid = match.objid"
2019-02-12 12:22:00,1
2019-02-12 12:23:00,2
2019-02-12 12:24:00,2
2019-02-12 12:25:00,1
