67,"SELECT TOP # # + cast (p.objId as varchar (#) ) +# + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.u between # AND #"
2019-02-04 06:21:00,2
2019-03-05 20:33:00,1
2019-03-05 20:34:00,1
2019-03-19 19:16:00,1
2019-03-19 19:24:00,1
2019-03-19 19:25:00,1
2019-03-19 19:26:00,1
2019-03-19 19:33:00,1
2019-03-19 19:35:00,1
2019-03-19 19:36:00,2
2019-03-19 19:39:00,1
2019-03-19 19:40:00,1
2019-03-19 19:41:00,2
2019-04-22 03:59:00,3
2019-04-22 04:02:00,1
2019-04-22 04:03:00,1
2019-04-29 19:11:00,1
2019-04-29 19:12:00,1
2019-05-02 17:36:00,1
2019-05-05 16:32:00,1
2019-05-05 16:33:00,1
2019-05-19 04:12:00,1
2019-05-19 04:15:00,2
2019-06-03 01:51:00,1
2019-06-03 01:56:00,1
2019-06-03 02:28:00,1
2019-06-03 02:41:00,1
2019-06-03 02:53:00,3
2019-06-03 02:54:00,1
2019-06-12 09:47:00,2
2019-06-12 09:48:00,1
2019-07-25 01:49:00,1
2019-07-29 10:30:00,1
2019-08-12 21:18:00,1
2019-08-12 21:19:00,2
2019-08-12 21:21:00,1
2019-08-12 21:22:00,1
2019-08-12 21:23:00,2
2019-08-17 08:49:00,1
2019-08-24 08:07:00,1
2019-08-26 10:43:00,1
2019-09-03 16:11:00,1
2019-09-25 05:23:00,1
2019-10-08 15:01:00,4
2019-10-08 15:02:00,1
2019-10-09 17:01:00,1
2019-10-09 18:34:00,1
2019-11-06 20:09:00,1
2019-11-21 16:30:00,1
2019-11-21 16:32:00,1
2019-12-08 15:47:00,1
2019-12-08 20:45:00,1
2019-12-14 01:12:00,1
