3,"select p.ra, p.dec, p.modelMag_i, p.deVPhi_i, deVRad_i from galaxy p, dbo.fgetNearByObjEq (# , # , #) n where p.objid = n.objid"
2019-06-21 14:06:00,1
2019-06-21 14:07:00,1
2019-06-21 14:12:00,1
