9,"SELECT TOP # z as Redshift, dered_u as u, dered_g as g, dered_r as r, dered_i as i, dered_z as z into mydb.MyTable_# from SpecPhotoAll WHERE type = # AND z BETWEEN # AND # AND zErr < #"
2019-01-14 00:35:00,1
2019-01-14 00:37:00,1
2019-01-14 00:41:00,1
2019-01-14 00:43:00,1
2019-01-14 00:46:00,1
2019-01-14 00:53:00,1
2019-01-14 13:34:00,1
2019-01-14 13:35:00,1
2019-01-14 13:37:00,1
