8,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.run, p.rerun, p.camcol, p.field FROM PhotoObj AS p WHERE p.ra BETWEEN # AND # AND p.dec BETWEEN # AND # AND # > = CAST (CHECKSUM (NEWID () , objid) & # AS float) / CAST (# AS int)"
2019-05-29 22:20:00,1
2019-05-29 22:21:00,2
2019-05-29 22:22:00,3
2019-05-29 22:35:00,1
2019-05-29 22:36:00,1
