2,"SELECT p.objID, p.parentID, p.specObjID, p.ra, p.dec, s.z, s.zErr, s.zWarning, s.class, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, p.modelMagErr_u, p.modelMagErr_g, p.modelMagErr_r, p.modelMagErr_i, p.modelMagErr_z, p.flags, lnLExp_r, LnLDev_r, dbo.fPhotoTypeN (p.type) as type, p.fracDev_r, p.expAB_r, p.expRad_r, (p.modelMag_r+#*log (p.expRad_r) ), g.h_alpha_eqw, g.sigma_balmer FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID JOIN ..galSpecline as g ON g.SpecObjID = s.SpecobjID WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND s.z < # AND p.modelMag_r > # AND p.modelMag_r < # AND p.expRad_r > # AND (p.modelMag_g - p.modelMag_i) < #. AND (p.modelMag_g - p.modelMag_i) > #. AND p.fracDev_r < # AND g.h_alpha_reqw < # ORDER BY p.ra"
2019-07-29 16:37:00,1
2019-07-29 16:41:00,1
