20,"SELECT TOP # # + cast (p.objId as varchar (#) ) +# + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID AND p.u between # AND # AND p.g between # AND # AND p.r between # AND #"
2019-02-19 12:34:00,1
2019-02-19 12:35:00,1
2019-02-19 12:36:00,3
2019-02-19 12:37:00,2
2019-02-19 12:38:00,2
2019-02-19 12:39:00,3
2019-02-19 12:40:00,3
2019-02-19 12:41:00,2
2019-10-18 16:08:00,1
2019-10-22 14:59:00,1
2019-11-06 08:33:00,1
