2,SELECT DISTINCT s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate = # AND s.mjd = #)
2019-03-22 09:28:00,1
2019-03-22 09:29:00,1
