3,"SELECT s.bestObjID, s.ra, s.dec, s.plate, s.mjd, s.fiberID, s.z, s.zErr, s.z_noqso, s.zErr_noqso, s.sn1_r, s.sn2_r, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMagErr_u, p.modelMagErr_g, p.modelMagErr_r, p.modelMagErr_i, p.petroR5#_r, p.petroR5#Err_r, p.petroR9#_r, p.petroR9#Err_r, p.extinction_r, s.class, s.subclass, p.type, p.flags, dbo.fPhotoFlags (#) , dbo.fPhotoFlags (#) into mydb.emp1#_ALL from SpecObj as s, PhotoObj as p WHERE (s.class_noqso = #) AND s.bestObjID = p.objID"
2019-02-23 18:12:00,2
2019-02-23 18:53:00,1
