24,select * from query_SS2b1#
2019-01-18 09:43:00,1
2019-01-18 09:44:00,2
2019-01-18 09:45:00,4
2019-01-18 09:46:00,2
2019-01-18 09:52:00,1
2019-01-18 09:53:00,2
2019-01-18 09:55:00,1
2019-01-18 09:56:00,1
2019-01-18 09:57:00,1
2019-01-18 09:58:00,2
2019-01-18 10:02:00,1
2019-01-18 10:05:00,3
2019-01-18 10:06:00,3
