14,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class FROM ..SpecObj as s WHERE s.z > # AND s.zWarning = # AND (s.class = #) AND s.z < #"
2019-02-04 12:59:00,1
2019-02-04 13:01:00,3
2019-02-04 13:02:00,3
2019-05-13 23:33:00,1
2019-05-13 23:36:00,1
2019-05-13 23:37:00,1
2019-07-06 05:59:00,1
2019-09-05 22:28:00,1
2019-09-15 03:31:00,1
2019-12-13 13:53:00,1
