4,"SELECT ra, dec, i FROM PhotoObj WHERE ra BETWEEN # AND # AND dec BETWEEN # AND # AND i > # AND clean = #"
2019-03-18 14:07:00,1
2019-03-26 06:53:00,1
2019-03-27 10:18:00,1
2019-03-27 11:27:00,1
