13,"SELECT TOP # u, g, r, i, z FROM Galaxy with (nolock) WHERE (objID%#) = # AND (r between # and #)"
2019-02-24 22:34:00,2
2019-05-27 03:54:00,1
2019-06-29 09:47:00,1
2019-06-29 09:48:00,2
2019-07-01 11:36:00,2
2019-09-09 14:08:00,2
2019-10-21 06:39:00,2
2019-11-18 12:34:00,1
