51,select * from weblog2#b where seq > = # and seq < = #
2019-05-09 14:12:00,6
2019-05-09 14:13:00,5
2019-05-09 14:14:00,6
2019-05-09 14:15:00,5
2019-05-09 14:16:00,4
2019-05-09 14:17:00,5
2019-05-09 14:18:00,3
2019-05-09 14:19:00,5
2019-05-09 14:20:00,3
2019-05-09 14:21:00,4
2019-05-09 14:22:00,3
2019-05-09 14:23:00,2
