24,select * from boron_carbide_training where class = #
2019-10-14 15:00:00,3
2019-10-14 15:07:00,6
2019-10-14 15:08:00,6
2019-10-14 15:09:00,6
2019-10-14 18:30:00,1
2019-10-14 18:43:00,1
2019-10-28 14:18:00,1
