167,"SELECT p.RA, p.DEC, p.PetroR5#_r, p.PetroR9#_r, p.PetroR5#_g, p.PetroR9#_g, p.objid, s.z FROM PhotoObj as p JOIN SpecObj as s on s.bestobjid = p.objid WHERE objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = # OR objid = #"
2019-06-23 19:43:00,10
2019-06-23 19:44:00,24
2019-06-23 19:45:00,25
2019-06-23 19:46:00,24
2019-06-23 19:47:00,24
2019-06-23 19:48:00,23
2019-06-23 19:49:00,25
2019-06-23 19:50:00,12
