13,select * from A6#_DR1#_within1#
2019-03-29 11:31:00,2
2019-03-29 11:40:00,2
2019-03-29 11:41:00,2
2019-03-29 11:42:00,2
2019-03-29 12:41:00,1
2019-03-29 12:42:00,2
2019-03-29 12:50:00,1
2019-03-29 15:05:00,1
