3,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class, cast (str (s.ra, #, #) as float) as ra, cast (str (s.[dec], #, #) as float) as dec, s.sourceType, s.subClass, p.run, p.rerun, p.camCol, p.field, p.obj, p.u, p.g, p.r, p.i, p.z FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID WHERE s.zWarning = # AND (s.class = #) AND p.g > # AND p.g < # AND p.r < # AND (p.type = #)"
2019-06-23 21:42:00,1
2019-06-23 21:43:00,1
2019-06-23 21:54:00,1
