13,select top # * from [CVn_#]
2019-05-22 04:57:00,1
2019-05-22 05:02:00,1
2019-05-22 05:06:00,1
2019-05-22 05:34:00,1
2019-05-22 05:36:00,1
2019-05-22 09:15:00,1
2019-05-22 09:19:00,1
2019-05-22 09:22:00,1
2019-05-27 05:06:00,1
2019-05-27 05:54:00,1
2019-05-27 05:58:00,1
2019-05-27 11:08:00,1
2019-05-28 03:39:00,1
