8,"select top # ObjID, ra, dec, psfmag_u, psfmag_g, psfmag_r, psfmag_i, psfmag_z from star where ObjID = #"
2019-04-25 07:25:00,1
2019-04-25 07:26:00,1
2019-04-25 07:36:00,2
2019-04-25 07:39:00,1
2019-04-25 07:40:00,1
2019-04-25 07:43:00,1
2019-04-25 08:07:00,1
