5,"select ra, dec, specClass from specObj where ra BETWEEN # and # AND dec BETWEEN # and # AND specClass #"
2019-03-22 23:36:00,1
2019-03-26 01:50:00,1
2019-06-10 22:21:00,1
2019-06-13 21:13:00,1
2019-07-02 05:38:00,1
