20,select * from batch.servers where target = #
2019-01-17 16:06:00,1
2019-01-19 17:11:00,1
2019-01-19 17:12:00,3
2019-01-19 17:13:00,2
2019-01-19 17:15:00,3
2019-01-19 17:16:00,1
2019-01-19 17:17:00,1
2019-01-19 17:19:00,1
2019-01-19 18:00:00,1
2019-01-20 06:52:00,1
2019-01-20 07:57:00,1
2019-01-20 08:06:00,2
2019-01-22 15:07:00,1
2019-12-07 17:09:00,1
