11,select count (z) from buta where z> =# and z< #
2019-09-16 16:47:00,1
2019-09-16 16:48:00,4
2019-09-16 16:49:00,1
2019-09-16 16:51:00,1
2019-09-16 16:53:00,1
2019-09-16 16:59:00,2
2019-09-16 17:08:00,1
