9,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..Galaxy AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID"
2019-04-04 05:21:00,1
2019-06-15 15:42:00,1
2019-09-06 10:34:00,1
2019-09-17 15:52:00,1
2019-09-26 08:15:00,1
2019-11-05 01:16:00,1
2019-11-22 18:45:00,1
2019-12-13 00:02:00,1
2019-12-25 18:42:00,1
