5,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM BESTDR9..SpecObj as s JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE s.zWarning = #"
2019-02-28 22:20:00,1
2019-03-02 01:24:00,1
2019-07-23 00:49:00,2
2019-09-06 22:06:00,1
