2,"SELECT TOP (#) po.ra, po.dec, po.petroMag_r INTO mydb.dataRelease1# SELECT TOP (#) po.ra, po.dec, po.petroMag_r, za.specObjID, za.bestObjID, run, rerun, camcol, field, za.class, za.subClass, za.z, za.zErr, po.objID, po.type, po.flags, po.extinction_r, zi.e_bv_sfd, zi.primtarget, zi.sectarget, zi.targettype, zi.spectrotype, zi.subclass INTO mydb.dataRelease1#_data FROM SpecObjAll za JOIN PhotoObjAll po ON (po.objID = za.bestObjID) JOIN Photoz zp ON (zp.objID = za.bestObjID) JOIN galSpecInfo zi ON (zi.SpecObjID = za.specObjID) WHERE za.z > # and za.zWarning = # and za.targetType = # and za.survey = # and za.class = # and zi.primtarget > = # and po.clean = # and po.insideMask = # and (po.petroMag_r - po.extinction_r) < = #"
2019-02-26 08:52:00,1
2019-02-26 08:53:00,1
