27,select pg_sleep (#) ; --
2019-01-29 02:49:00,1
2019-01-29 02:50:00,2
2019-03-10 18:38:00,3
2019-06-22 18:51:00,3
2019-06-27 01:21:00,3
2019-09-30 04:31:00,3
2019-10-01 05:53:00,2
2019-10-01 05:54:00,1
2019-10-11 07:55:00,3
2019-11-29 13:15:00,3
2019-12-10 07:42:00,1
2019-12-10 07:43:00,2
