2,"SELECT plate, mjd, fiberID, z, h_alpha_flux as #, h_beta_flux as # FROM SpecObjAll JOIN GalSpecLine ON SpecObjAll.specobjid = GalSpecLine.specobjid WHERE h_alpha_flux > #*h_beta_flux AND class = # AND z between # and # AND sn1_g > #"
2019-08-23 22:22:00,1
2019-08-24 14:50:00,1
