6,"select top # p.objid as name, p.ra, p.dec from photoobj p, specobj s where p.objid = s.bestobjid and (s.class = #)"
2019-03-10 03:11:00,1
2019-03-10 03:16:00,1
2019-03-19 07:19:00,1
2019-03-26 07:50:00,1
2019-04-13 00:54:00,1
2019-04-13 01:09:00,1
