57,select * from Portfolio.budavari.Performance where hash = #
2019-02-08 00:00:00,11
2019-02-08 00:01:00,11
2019-02-08 00:03:00,17
2019-02-08 00:40:00,6
2019-02-08 00:41:00,6
2019-02-08 00:42:00,6
